id,x,y
2707,6426508.41,5666175.341
2708,6426533.147000001,5666181.82
2709,6426538.905,5666194.772000001
2710,6426496.487000001,5666169.823000001
2711,6426453.3379999995,5666122.839
2712,6426507.096,5666102.2579999985
2713,6426467.821,5666085.2080000015
2714,6426538.948,5666085.003000001
2715,6426613.735,5666110.677999998
2716,6426412.385,5666027.761
2717,6426410.885,5666022.517000001
2718,6426566.123,5666000.4010000015
2719,6426564.603999999,5666023.126
2720,6427314.725,5664555.487000001
2721,6427363.466,5664668.274
2722,6426729.971,5664206.444
2723,6426753.7339,5664169.705
2724,6426865.403,5664203.017000001
2725,6426851.007999999,5664233.161
2726,6427397.4714,5657873.184699999
2727,6427400.7242,5657874.206599998
2728,6427424.0205,5657875.6502
2729,6427427.0458,5657874.931
2730,6427468.446,5657918.659
2731,6427472.299,5657934.960999999
2732,6427186.145,5664379.971000001
2733,6427155.664,5664400.194
2734,6427131.635,5664436.835999999
2735,6427148.907000001,5664379.931
2736,6427103.464,5664419.24
2737,6427150.457,5664307.342999999
2738,6427184.408,5664267.0830000015
2739,6427415.4844,5660829.110300002
2740,6427445.9471,5660876.6176
2741,6427748.3074,5661277.346999999
2742,6427844.4077,5661394.7037
2743,6438431.4248,5667408.8508
2744,6438444.4477,5667329.2433
2745,6440706.552,5662803.037000001
2746,6440774.5574,5662832.1536
2747,6440478.5898,5662908.4629
2748,6440469.0299,5663051.7543
2749,6440421.0073,5663197.385600002
2750,6432115.22,5661019.384
2751,6432119.876,5661015.74
2752,6431998.312000001,5661080.085000001
2753,6432360.1755,5664801.8431
2754,6432405.5251,5664822.692299998
2755,6432592.116,5664522.302999998
2756,6436942.254,5664230.93
2757,6436974.079,5664065.887999999
2758,6437001.864,5663874.989
2759,6433662.5882,5661534.8036
2760,6433537.97,5661781.998
2761,6431991.5985,5666059.532199998
2762,6431939.2333,5666033.4757
2763,6422084.977000001,5667905.089
2764,6421950.042,5667967.118000002
2765,6421970.776000001,5668027.2349999985
2766,6421981.646000001,5668058.517000001
2767,6430140.531,5662645.937999999
2768,6427106.3436,5658337.888699999
2769,6427100.6276,5658347.7609
2770,6426898.818,5658697.7827
2771,6437636.159,5670608.307999999
2772,6437668.131,5670594.164999999
2773,6437335.876,5670840.176000001
2774,6437508.3889999995,5670667.836999998
2775,6437726.808999999,5670567.498
2776,6432739.981000001,5658951.686000002
2777,6432789.686000001,5659041.589
2778,6419965.294,5668871.414999999
2779,6419888.278,5668946.699999998
2780,6420114.466,5668709.552999998
2781,6429078.948,5665746.07
2782,6429071.971,5665738.418
2783,6429034.921,5665705.235300002
2784,6428859.817000001,5665444.7777
2785,6422600.539,5669767.285
2786,6422702.259,5669713.2020000005
2787,6436042.278,5658120.649
2788,6436180.839,5658313.422
2789,6430011.195,5663581.588
2790,6430602.817000001,5663403.857000002
2791,6437751.98,5664850.169
2792,6438076.481000001,5664459.9010000015
2793,6438133.5229,5664395.084899999
2794,6428224.529,5674051.060000001
2795,6428062.196,5674082.52
2796,6428358.545,5674045.2058000015
2797,6438030.257999999,5670817.755000001
2798,6438078.902000001,5670831.759
2799,6437964.275,5670807.408
2800,6438097.51,5670924.2239999985
2801,6438352.1994,5670855.663899999
2802,6433914.954,5666037.971999999
2803,6433923.676,5666029.717
2804,6434691.794,5664871.692000001
2805,6434688.4483,5664858.839400001
2806,6434672.315,5664827.26
2807,6434696.043,5665025.846000001
2808,6434715.822000001,5665117.2579999985
2809,6434732.788,5665176.527000002
2810,6434704.143999999,5665068.695
2811,6434778.556,5665280.301999999
2812,6434804.992000001,5665717.447000002
2813,6432588.828,5668920.210999999
2814,6432628.401000001,5668923.205
2815,6428407.0799,5660691.7489
2816,6428394.046,5660793.857000002
2817,6427851.937000001,5661189.533
2818,6431892.407000001,5665147.427999998
2819,6439139.052999999,5669649.335000001
2820,6439119.438999999,5669608.124
2821,6439124.941000001,5669550.058999999
2822,6436321.339,5663305.036
2823,6436321.244,5663313.231000002
2824,6436509.102000001,5663109.300000002
2825,6436702.853999999,5663088.255000001
2826,6436674.745,5663090.695
2827,6436319.571,5663376.828
2828,6436320.994,5663343.852999999
2829,6436419.092999999,5663116.136
2830,6436618.536,5663094.725
2831,6436565.097999999,5663099.187000001
2832,6436311.34,5663456.085000001
2833,6436314.732000001,5663425.355
2834,6430993.709,5661324.6110000005
2835,6425702.136,5662707.029999998
2836,6425532.674,5662759.808999999
2837,6433506.98,5660683.17
2838,6433498.193,5660669.524
2839,6433512.061000001,5660662.977000001
2840,6428657.9931,5667481.5668
2841,6435128.539,5659108.887
2842,6435579.694,5658866.494000001
2843,6435211.157000001,5659047.0490000015
2844,6435508.216,5658905.441000001
2845,6432466.871,5670236.903999999
2846,6426857.832,5660766.012
2847,6426829.815,5660704.7239999985
2848,6430187.187999999,5665062.628000001
2849,6432442.6437,5659911.390900001
2850,6432671.092,5659916.744000001
2851,6435709.985,5661093.135
2852,6435931.345,5661125.248
2853,6439242.36,5670104.9922
2854,6432616.147000001,5658649.759
2855,6432639.571,5658769.194
2856,6432653.499,5658779.409
2857,6430818.308999999,5659622.692000001
2858,6430834.542,5659644.536
2859,6430727.395,5659415.551999999
2860,6432194.8052,5659950.5885000015
2861,6432195.5896,5659959.8631
2862,6432671.9446,5660013.125600001
2863,6433293.5473,5660011.7784
2864,6433276.2008,5660179.0233
2865,6433274.347,5660099.07
2866,6433211.1211,5660284.0260000015
2867,6433136.555,5660287.82
2868,6433278.5979,5660282.409
2869,6433432.7342,5660601.5252
2870,6433461.6572,5660594.1372
2871,6433061.592,5660570.003000001
2872,6433176.8463,5660566.5979
2873,6433014.921,5660599.5787
2874,6432962.355,5660583.6545
2875,6432962.563999999,5660586.512
2876,6433268.4185,5660028.8204999985
2877,6426972.015,5664190.141000002
2878,6426961.185,5664258.443
2879,6427030.526000001,5664051.0759999985
2880,6423940.296,5671588.989
2881,6423971.969,5671579.25
2882,6431446.959,5658172.657000001
2883,6430700.183999999,5663759.891000002
2884,6430727.031,5663679.369000001
2885,6430796.715,5663472.896000001
2886,6431178.936000001,5671885.251
2887,6431312.65,5672089.969000001
2888,6431172.191000001,5671856.262999999
2889,6430952.682999999,5671953.784
2890,6431152.7129999995,5671869.926999999
2891,6431881.5319,5664468.9663
2892,6431854.8202,5664523.8582000015
2893,6431899.0752,5664519.385299998
2894,6431903.891,5664531.918
2895,6431970.8212,5664626.1285
2896,6432013.3996,5664639.3977000015
2897,6432104.5489,5664662.005100002
2898,6432196.1051,5664705.1604
2899,6431937.994,5666026.952400002
2900,6438446.5327,5667320.972100001
2901,6438469.9948,5667275.6579
2902,6438486.086,5667254.237000001
2903,6439566.276000001,5667907.994999999
2904,6439611.337,5667921.413000002
2905,6439491.222999999,5667884.717
2906,6438521.1043,5669613.902000002
2907,6438509.7403,5669555.938100001
2908,6423786.9803,5669969.339299999
2909,6429117.5887,5668105.690500001
2910,6428960.457,5668102.949999998
2911,6429160.437999999,5668151.944
2912,6429043.723999999,5668163.9133
2913,6429115.132999999,5668219.159
2914,6429092.705,5668605.760500001
2915,6429213.5437,5668532.069
2916,6429089.73,5668601.7360000005
2917,6426478.272999999,5668424.062000001
2918,6424286.387999999,5670687.412000001
2919,6424321.369,5670699.067000001
2920,6426564.0702,5669826.0978
2921,6426043.0824,5670190.044600002
2922,6424962.726,5669730.698000001
2923,6424658.2048,5669733.216700002
2924,6430583.3270000005,5663379.0902
2925,6430623.6719,5663392.2311
2926,6430869.0842,5663466.4658
2927,6422930.475,5669959.290999998
2928,6422997.876,5669867.373
2929,6421701.992000001,5668105.554
2930,6421616.451,5668157.489
2931,6421536.157000001,5668206.607000002
2932,6421543.71,5668156.839
2933,6421421.505,5668436.511
2934,6429922.281,5668065.060000001
2935,6429921.591,5668048.66
2936,6430070.253,5667965.2020000005
2937,6439598.784,5669797.959000002
2938,6439738.607000001,5669763.214
2939,6439915.6205,5669719.465399999
2940,6440223.442000001,5669636.6740000015
2941,6439876.1415,5669729.1954999985
2942,6439583.547,5669801.744000001
2943,6439587.085,5669815.982999999
2944,6439524.107999999,5669831.911
2945,6439312.922,5669869.152000002
2946,6432745.721,5659066.57
2947,6432574.44,5670123.835999999
2948,6432587.595,5670139.210000001
2949,6438464.15,5664052.997
2950,6428205.539,5659004.057
2951,6427999.982000001,5659095.607000002
2952,6428179.12,5659708.268999998
2953,6434722.09,5664454.278999999
2954,6434768.943,5664474.642000001
2955,6434868.331,5664494.4580000015
2956,6434773.727000001,5664452.471000001
2957,6434794.785,5664390.685000001
2958,6426896.8819,5658706.1293
2959,6426995.1508,5659718.954
2960,6426902.347999999,5659885.350400001
2961,6426892.9005,5659942.6549
2962,6426886.4136,5659952.7465
2963,6426824.6262,5659998.317299998
2964,6426819.183999999,5660006.573899998
2965,6426694.177999999,5660204.387700002
2966,6426687.6266,5660214.7466
2967,6426587.2912,5660373.4254
2968,6426583.357999999,5660379.6656
2969,6426481.8249,5660545.0865
2970,6426477.6373,5660551.924699998
2971,6426429.7961,5660627.313200002
2972,6437130.7623,5671136.9946
2973,6431466.497,5667571.619999999
2974,6431487.642999999,5667589.99
2975,6431762.892999999,5667796.369000001
2976,6431500.38,5667601.092999999
2977,6431690.772000001,5667748.544
2978,6431623.833,5667699.844000001
2979,6431591.682999999,5667674.977999999
2980,6422486.927999999,5668557.124
2981,6422530.5576,5668674.6217
2982,6422449.935,5668419.149
2983,6429710.866,5660471.308999999
2984,6437298.597,5666966.368000002
2985,6437686.9867,5666747.4684
2986,6437298.467999999,5667089.003000001
2987,6435787.375,5658128.834000002
2988,6435848.441000001,5658110.5770000005
2989,6435800.238,5657929.207
2990,6423282.1118,5669513.3172
2991,6423245.7588,5669426.4882
2992,6423334.214,5669621.3270000005
2993,6423053.4136,5669504.7567
2994,6423191.2144,5669447.8807
2995,6423138.8713,5669469.345799998
2996,6433517.449,5660655.129000002
2997,6433500.997,5660644.472999998
2998,6433542.6524,5660570.649
2999,6433566.8512,5660478.7634999985
3000,6433610.732999999,5660177.102999999
3001,6433630.8737,5660177.4197
3002,6425696.68,5669169.886
3003,6425547.017000001,5668968.6669999985
3004,6433820.472999999,5667755.494999999
3005,6433888.437000001,5667791.573999999
3006,6433806.267000001,5667746.8889999995
3007,6433713.505,5667661.125
3008,6433722.647000001,5667502.271000001
3009,6433736.8849,5667423.638800002
3010,6433673.426,5667676.118000002
3011,6437090.2995,5670761.8027
3012,6437113.9615,5670484.242900001
3013,6425341.804,5669144.297
3014,6425745.04,5668863.221999999
3015,6425086.862000001,5669302.065
3016,6432319.366,5660414.786
3017,6439331.6287,5670318.947000002
3018,6439132.749,5669994.767000001
3019,6439137.151000001,5670051.308999999
3020,6433063.7794,5659138.160800002
3021,6432734.5689,5659282.509199998
3022,6432603.466,5659322.425000002
3023,6432339.7792,5661326.806299998
3024,6432340.57,5661330.9548
3025,6432564.1003,5661327.3774
3026,6432799.5086,5661318.791300002
3027,6432814.802,5661318.616
3028,6432917.387999999,5661315.228999999
3029,6439219.954,5669892.198999999
3030,6437310.868,5670020.392999998
3031,6436747.765,5669763.102000001
3032,6436293.071,5663587.92
3033,6436293.5494,5663591.8001000015
3034,6436474.234,5662240.6110000005
3035,6436484.781,5662239.482999999
3036,6434769.1919,5662902.6491
3037,6434769.602999999,5662899.933999999
3038,6432191.0382,5664702.055199998
3039,6440888.499,5662987.4849999985
3040,6440981.887999999,5663123.421
3041,6440827.812000001,5663031.697000002
3042,6440940.791,5662935.369999999
3043,6440989.967,5663003.397000001
3044,6440907.437999999,5662873.560000001
3045,6438972.318,5669507.016000002
3046,6428822.267000001,5661777.851
3047,6428717.76,5661241.463
3048,6428743.53,5661111.9
3049,6430739.4,5659461.686000002
3050,6430590.74,5659323.592
3051,6430780.257999999,5659680.461999998
3052,6430762.831,5659648.811000002
3053,6430748.972999999,5659616.874
3054,6419835.168,5668802.3270000005
3055,6419846.392999999,5668832.821
3056,6428204.097999999,5659542.385
3057,6429179.816000001,5661848.671
3058,6432032.8795,5666041.0164
3059,6432046.823,5666032.897000001
3060,6431931.1857,5666251.9311
3061,6431941.267999999,5666229.755000001
3062,6431944.9475,5666427.3507
3063,6431921.6441,5666428.157299999
3064,6431928.48,5666558.07
3065,6431951.3838,5666628.7608
3066,6431953.1944,5666562.8222
3067,6431944.4735,5666629.2766
3068,6426860.9859,5664405.8081
3069,6426853.427999999,5664415.6729999995
3070,6426863.7819,5664396.438300001
3071,6426866.3395,5664397.9010000015
3072,6426875.7126,5664392.6073
3073,6426875.191000001,5664384.411
3074,6427203.5076,5664618.592599999
3075,6427209.5951,5664616.7225
3076,6427212.2722,5664618.286900002
3077,6427731.664,5664858.863
3078,6427735.775,5664862.156
3079,6427874.9523,5664840.506200002
3080,6427881.007999999,5664844.18
3081,6428291.9118,5665454.0371
3082,6428204.27,5665544.960000001
3083,6428151.1908,5665577.387
3084,6428825.504,5665402.209000002
3085,6428781.6176,5665318.272299998
3086,6428469.931,5665981.994999999
3087,6428763.56,5665892.182999999
3088,6428442.9282,5665940.097300001
3089,6428414.619,5665957.403000001
3090,6428417.5598,5665961.889699998
3091,6428452.5995,5666017.879899999
3092,6431371.8795,5658194.7760000015
3093,6431380.161,5658192.3900000015
3094,6431492.6255,5658502.379899999
3095,6431191.9817,5657784.2796
3096,6431185.1038,5657794.614600001
3097,6431256.3794,5657969.0809
3098,6431268.0111,5657991.515799998
3099,6431164.4663,5657722.561100001
3100,6431161.6318,5657725.010600002
3101,6431058.4641,5657515.0299
3102,6431145.0821,5657687.783600002
3103,6433627.3285,5660024.5934
3104,6434006.3637,5660612.986400002
3105,6433999.9799,5660627.368799998
3106,6434292.346,5660685.022999999
3107,6435297.2725,5660293.3889999995
3108,6434190.629,5660657.914999999
3109,6432054.7206,5664088.257300002
3110,6432036.9916,5664138.8729
3111,6432051.697000001,5664475.261
3112,6432052.0634,5664476.287000001
3113,6432014.1386,5663560.6666
3114,6432009.3564,5663557.494100002
3115,6432131.6849,5663524.6405
3116,6432394.705,5663461.054
3117,6428814.091,5662754.777000002
3118,6428816.465,5662773.6621
3119,6430110.4629999995,5662298.016000002
3120,6430102.905,5662278.006999998
3121,6430404.266,5662516.813999998
3122,6430427.181,5662517.561000002
3123,6430449.971,5662517.495999998
3124,6430717.445,5662536.4580000015
3125,6436270.609,5657337.872
3126,6433081.903,5664396.305
3127,6432981.5811,5664489.333900001
3128,6429887.5121,5665250.2577
3129,6429789.9956,5664792.6197
3130,6432543.1546,5666178.964
3131,6432798.5554,5666170.2795
3132,6432522.8111,5666171.5396
3133,6432541.324,5666168.8956
3134,6432524.2235,5666179.2706
3135,6432508.759,5666093.016000002
3136,6431968.1226,5666042.537699998
3137,6431995.6519,5666050.403999999
3138,6431972.5761,5666051.550899998
3139,6431988.557,5666066.787000001
3140,6436922.7841,5664693.2930999985
3141,6437045.0219,5664698.3202
3142,6426980.172,5664230.67
3143,6433666.765,5665089.554
3144,6433693.177,5665172.365
3145,6433659.267999999,5665172.857000002
3146,6435136.916,5668664.175000002
3147,6435158.1110000005,5668676.216
3148,6435487.9761,5664335.6326
3149,6435330.7613,5664266.0177
3150,6435327.619,5664264.642899998
3151,6435319.9163,5664261.272999999
3152,6435317.4407,5664260.185799999
3153,6435310.7916,5664257.2544
3154,6435307.7497,5664255.9134
3155,6435261.4071,5664235.449200002
3156,6435253.6493,5664232.0525
3157,6435196.1465,5664209.147000001
3158,6435152.8889999995,5664187.7929
3159,6435142.557,5664184.126499998
3160,6428741.171,5665841.380000001
3161,6428596.179,5665514.653999999
3162,6428567.176,5665433.48
3163,6423177.9375,5669453.312200001
3164,6439046.878,5670353.168
3165,6439096.515,5670341.346000001
3166,6438995.1661,5670364.1110000005
3167,6424006.8059,5671688.318600001
3168,6424084.692000001,5671663.527000002
3169,6423908.447000001,5671720.2650000015
3170,6433095.649,5661308.460000001
3171,6433129.9523,5661305.409800001
3172,6433142.0173,5661306.283
3173,6434065.3768,5661348.101
3174,6434074.7111,5661349.735300002
3175,6434197.921,5661369.642999998
3176,6434292.482000001,5661392.146000001
3177,6434310.432,5661396.051999999
3178,6434282.636,5661385.319
3179,6434355.951,5661407.455
3180,6434448.975,5661462.772000001
3181,6434465.3313,5661476.7388
3182,6434549.715,5661555.775
3183,6438901.1221,5669348.488399998
3184,6438923.384,5669398.460999999
3185,6439611.765,5664037.3489999985
3186,6439611.276000001,5664067.3829999985
3187,6440959.272999999,5663214.41
3188,6440705.626,5662971.852999999
3189,6428632.933999999,5667092.783
3190,6428649.17,5667206.751
3191,6428681.874,5667357.875
3192,6427583.9321,5667588.1954
3193,6427513.0977,5667780.144300002
3194,6427510.9276,5667786.6952
3195,6427455.5726,5667942.630200001
3196,6427453.6419,5667948.0479999995
3197,6427431.268999999,5667988.374700001
3198,6427303.5619,5668000.873500002
3199,6427444.8105,5668002.2062
3200,6427412.3251,5668025.123
3201,6427446.2511,5668003.694700001
3202,6427481.6163,5667920.4125
3203,6427575.8081,5667655.762499998
3204,6427510.058999999,5667839.6482
3205,6419822.726,5669900.24
3206,6419985.708,5669894.966
3207,6435032.063999999,5665981.543
3208,6436082.134,5667120.406
3209,6432548.8919,5664621.7851
3210,6432553.886,5664624.063999998
3211,6431972.217999999,5664626.8566999985
3212,6437294.0231,5663335.622300001
3213,6437297.921,5663334.48
3214,6437372.5424,5663314.9429
3215,6437377.312000001,5663313.57
3216,6437450.209,5663294.540999998
3217,6437454.5735,5663293.475299999
3218,6434535.919,5666711.533
3219,6434537.7832,5666715.7432
3220,6433552.8261,5667372.024499998
3221,6433549.147999999,5667371.270099998
3222,6431985.7965,5667046.4212
3223,6431235.2306,5664941.910900001
3224,6431226.9795,5664920.7587
3225,6431222.4882,5664909.8232
3226,6431220.7987,5664902.904300001
3227,6431220.2034,5664904.260299998
3228,6421270.2757,5670376.5866
3229,6421534.5527,5670335.997500001
3230,6423963.647000001,5671892.272999999
3231,6423963.903,5671893.078
3232,6426676.022000001,5664287.362000001
3233,6427106.436000001,5664264.373
3234,6429259.732999999,5661825.897000001
3235,6429343.913,5661802.432999999
3236,6429132.973999999,5666154.744999999
3237,6429154.203,5666182.634
3238,6429243.069,5666186.518999998
3239,6434672.239,5663285.806
3240,6434712.731000001,5663411.18
3241,6434588.5063,5662874.472100001
3242,6434589.9229999995,5662888.904999998
3243,6434626.505,5663168.228999999
3244,6438922.642000001,5669966.834000002
3245,6426387.99,5663699.824999998
3246,6426266.685,5663736.0
3247,6432838.1096,5664214.4749
3248,6432847.9305,5664221.363
3249,6432873.4957,5664223.350199998
3250,6432875.1737,5664227.3615000015
3251,6432700.8331,5664121.2958
3252,6432716.2339,5664214.153100002
3253,6432710.1207,5664223.8047
3254,6432720.3307,5664213.656
3255,6432744.555,5664092.9564
3256,6432707.3264,5664104.706800002
3257,6432708.7164,5664105.704
3258,6428568.192000001,5666304.772999999
3259,6428532.1595,5666315.714
3260,6426052.341,5666266.8259999985
3261,6426043.56,5666355.069
3262,6426116.37,5666295.352999999
3263,6426339.996,5666260.868000002
3264,6426344.052,5666273.255999999
3265,6426403.652000001,5666237.137999999
3266,6426302.781,5666258.952400002
3267,6426297.7868,5666270.6384999985
3268,6426287.99,5666247.125
3269,6426379.01,5666403.528999999
3270,6426345.074,5666466.279999998
3271,6426410.754,5666485.892000001
3272,6426376.674,5666548.988
3273,6426445.506,5666445.829
3274,6426401.846,5666336.971000001
3275,6426355.647000001,5666289.3670000015
3276,6426365.216,5666269.572000002
3277,6426417.5123,5666331.431500001
3278,6426409.038,5666238.573000001
3279,6426413.01,5666247.249
3280,6426453.336,5666218.92
3281,6426456.837,5666229.932999999
3282,6432145.6143,5663526.1132
3283,6432080.8333,5663527.9508
3284,6431462.9472,5663821.777000002
3285,6431490.2763,5663744.263699999
3286,6430966.0272,5663505.658
3287,6430952.0794,5663497.4737
3288,6431024.0425,5663527.7294
3289,6430944.4529,5663493.9091
3290,6430858.012,5663499.035
3291,6430915.6961,5663481.3287
3292,6430901.7207,5663517.812200001
3293,6430880.17,5663510.468900002
3294,6430865.1029,5663505.334799998
3295,6430967.8678,5663537.7224
3296,6433566.0001,5664281.5756
3297,6433486.8561,5664227.159600001
3298,6433367.4067,5664337.5966
3299,6433361.0888,5664324.0975
3300,6433488.6776,5664219.696900001
3301,6433283.5089,5664365.9672
3302,6433292.8752,5664358.5853
3303,6433305.2129,5664464.1128
3304,6433238.158,5664508.071
3305,6432877.3462,5664400.9716
3306,6430265.024,5662450.172
3307,6430383.778,5662439.99
3308,6430264.993,5662511.483999998
3309,6434105.362000001,5665265.739
3310,6438259.3739,5664442.025
3311,6430748.2401,5660227.956599998
3312,6430615.2146,5660494.2653
3313,6430591.3109,5660613.0646
3314,6430806.5073,5660826.732100002
3315,6430535.3835,5660431.470000002
3316,6430537.5376,5660429.123600001
3317,6438978.2051,5660956.6436
3318,6437949.5709,5662594.4179
3319,6438769.8866,5662596.865800002
3320,6436497.7493,5660945.5963
3321,6436263.325,5660864.628000001
3322,6435086.0139999995,5661429.164999999
3323,6435454.973999999,5661072.182
3324,6435989.3532,5660443.3982
3325,6435986.8482,5660433.3893
3326,6436073.0054,5660282.5208
3327,6436121.454,5660218.657000001
3328,6428921.6651,5659355.352600001
3329,6428708.4709,5659186.7676
3330,6428738.277000001,5659218.039999999
3331,6428071.369,5659314.169
3332,6428023.336,5659320.0296
3333,6428118.959,5659522.307999999
3334,6428116.6658,5659520.4284000015
3335,6428246.3792,5659270.4165
3336,6428249.896000001,5659265.933999999
3337,6436131.256,5660609.355
3338,6436479.496,5660465.879000002
3339,6426471.569,5666223.801999999
3340,6426632.663,5666151.278000001
3341,6426331.421,5666280.6669999985
3342,6421122.634,5668082.796
3343,6421097.873,5668284.912000001
3344,6429024.78,5662531.0139999995
3345,6429396.654,5662430.2020000005
3346,6429334.163,5662447.488
3347,6429243.376,5662472.057999999
3348,6429444.16,5662416.766000002
3349,6429498.804,5662401.912000001
3350,6429547.1,5662357.247
3351,6429604.091,5662342.101
3352,6429393.021000001,5662503.039000001
3353,6433725.14,5667842.373
3354,6433579.591,5667900.647999999
3355,6438938.123,5669431.089
3356,6438955.4629999995,5669469.5139999995
3357,6438991.443,5669546.9739999985
3358,6433986.518999999,5665972.518999998
3359,6433980.377,5665957.380000001
3360,6433930.142000001,5665809.307999999
3361,6426160.357999999,5665934.535
3362,6433666.3197,5660025.692500001
3363,6433657.9443,5660094.938300001
3364,6433658.3281,5660100.035599999
3365,6433659.2251,5660158.2104
3366,6433659.1859,5660163.9235
3367,6425622.704,5663154.904999998
3368,6425522.0929,5663378.1865
3369,6428817.6984,5662745.4794999985
3370,6428865.617000001,5662620.964
3371,6426732.4860000005,5664754.94
3372,6426559.646000001,5664920.066000001
3373,6426594.13,5664938.268999998
3374,6426592.374,5664787.642000001
3375,6426549.731000001,5664914.892000001
3376,6436972.3,5669486.971999999
3377,6436996.182,5669339.162000001
3378,6437001.829,5669309.623
3379,6437060.495,5669244.107999999
3380,6437072.46,5669368.695
3381,6436840.825,5669280.435000001
3382,6431741.3085,5667142.476399999
3383,6432387.5906,5658672.437200001
3384,6432303.449,5658709.657000001
3385,6429177.9520000005,5661232.290999998
3386,6429168.766,5661250.58
3387,6429240.9071,5661070.1746
3388,6431057.375,5661502.669
3389,6431088.159,5661590.1510000015
3390,6432436.024,5664165.460999999
3391,6432455.579,5664225.432999999
3392,6440549.2729,5663310.1242
3393,6440686.716,5663173.579
3394,6440511.812999999,5663346.906099998
3395,6428686.083,5659532.408
3396,6428555.076,5659561.01
3397,6425967.971,5662625.329
3398,6432006.432999999,5664618.334000002
3399,6432086.76,5664594.422
3400,6421014.896000001,5668019.533
3401,6420880.421,5667982.237000001
3402,6430775.721,5662262.627
3403,6430765.89,5662255.391000002
3404,6430863.2794,5662438.369100002
3405,6427120.812000001,5664260.512
3406,6426956.392999999,5664266.356000002
3407,6427272.172,5663994.415999998
3408,6427206.372,5664206.241
3409,6427258.762,5664048.289999999
3410,6427220.916,5664216.32
3411,6427152.409,5664264.487299998
3412,6433965.131,5660930.987000001
3413,6425668.4778,5662668.808499998
3414,6423986.977999999,5671626.074999998
3415,6423950.19,5671514.352999999
3416,6423954.905,5671636.635
3417,6428296.964,5659203.296
3418,6428281.4331,5659197.889799999
3419,6428290.0185,5659195.3259
3420,6428404.3419,5659298.3922000015
3421,6428369.1142,5659294.635600002
3422,6428410.8066,5659279.7874
3423,6428412.2201,5659304.300000002
3424,6437279.4442,5664662.9835
3425,6437311.531,5664653.620999998
3426,6432703.557,5664099.353999999
3427,6432835.8756,5664025.6795000015
3428,6431536.0447,5664550.754799998
3429,6431493.941000001,5664544.5385
3430,6431519.8571,5664581.6053
3431,6431904.6348,5663889.2036000015
3432,6432108.5496,5663729.024599999
3433,6432201.445,5663730.9825
3434,6432532.5982,5663740.19
3435,6431977.177999999,5665698.493000002
3436,6429766.933999999,5660447.959000002
3437,6428892.897000001,5662045.129000002
3438,6428960.8346,5662302.0331
3439,6431963.429,5662500.460999999
3440,6431893.544,5662467.426999999
3441,6431894.581,5662530.783
3442,6425806.209,5668558.524
3443,6425969.585,5668756.331
3444,6426052.911,5668836.267000001
3445,6422744.682999999,5664249.630999999
3446,6422705.542,5664272.284
3447,6422084.516,5664263.795
3448,6439200.499,5669816.029999998
3449,6439000.956,5669947.115
3450,6438934.308999999,5669963.907000001
3451,6438894.035,5669973.2639999995
3452,6438907.542,5670039.717
3453,6438857.135,5669980.688999998
3454,6431808.465,5661894.222999998
3455,6431864.3053,5661872.3117
3456,6433097.835,5667126.938999998
3457,6436273.7783,5663587.1007
3458,6436281.5284,5663585.637599999
3459,6435822.6597,5663637.2228
3460,6435884.7247,5663637.190500001
3461,6435624.4018,5664387.708900001
3462,6430182.302999999,5662308.4169999985
3463,6432087.7286,5668906.671499998
3464,6432072.5154,5668903.847100001
3465,6432742.5109,5667226.368000002
3466,6432735.893999999,5667232.378000001
3467,6432591.4332,5667200.441199998
3468,6432676.306,5667215.623
3469,6432598.2115,5666623.3134
3470,6432596.4292,5666613.612000001
3471,6432600.0664,5666628.740599999
3472,6436305.949,5660331.123
3473,6436340.793,5660277.642000001
3474,6436277.782000001,5660312.597999998
3475,6436312.376,5660258.606000002
3476,6436249.329,5660294.157000001
3477,6436283.977000001,5660240.98
3478,6436221.497,5660275.85
3479,6436255.565,5660222.297
3480,6424954.8192,5664956.841600001
3481,6424943.481000001,5665161.6110000005
3482,6424929.308999999,5665406.339
3483,6424923.652000001,5665517.565
3484,6424914.734,5665680.465
3485,6424973.5683,5664418.236300001
3486,6424990.4586,5664421.693600001
3487,6435770.9759,5667780.6393
3488,6435753.0371,5667794.8475
3489,6436476.8991,5667770.5581
3490,6436517.2515,5667796.1954999985
3491,6427128.2309,5667796.4036
3492,6427125.7475,5667791.511700002
3493,6436526.1599,5667801.8215
3494,6437746.3753,5664415.560799999
3495,6437522.5638,5664655.0822
3496,6437608.997,5664476.872
3497,6433898.7327,5664603.887499998
3498,6433923.625,5664587.395099998
3499,6433932.5519,5664578.6887
3500,6434035.5986,5664518.353599999
3501,6434125.1746,5664495.8335
3502,6433931.7902,5664580.3879
3503,6433939.8274,5664591.8553
3504,6433915.0475,5664602.153000001
3505,6433915.0402,5664602.127
3506,6433914.044,5664602.708699998
3507,6437946.2491,5668554.528100002
3508,6437362.6688,5668337.6579
3509,6437375.642999999,5668345.557
3510,6437776.757,5668373.688999998
3511,6437665.175,5668455.977000001
3512,6438034.8056,5668523.081599998
3513,6437960.288,5668239.552999998
3514,6437917.6679,5668274.101500001
3515,6437860.7295,5668258.226500001
3516,6437908.1429,5668283.4147999985
3517,6437401.2516,5668132.7634999985
3518,6433585.735,5667870.387
3519,6428219.807,5660270.0419999985
3520,6428268.826,5660270.377
3521,6428221.431,5660220.395
