id,x,y
230,6433724.3695,5661326.727999999
231,6432549.7874,5661326.7246
232,6432464.7752,5661325.1686
233,6432397.768999999,5661327.907000001
234,6433433.6645,5661337.107899998
235,6426847.027000001,5662913.761
236,6426582.004,5662960.778999999
237,6426359.49,5662999.120999998
238,6426294.0126,5662901.294
239,6426305.573,5662880.086999998
240,6426319.596,5662840.846999999
241,6426323.475,5662829.179
242,6426073.6389999995,5663102.936000002
243,6425825.9127,5663203.115800002
244,6425849.75,5663277.220000002
245,6425879.94,5663335.384
246,6425823.1983,5663215.5119
247,6432165.488,5666983.654999998
248,6432209.312000001,5666953.346000001
249,6432182.5,5666996.76
250,6432223.145,5666973.072000002
251,6434738.413,5664257.880999999
252,6434772.339,5664403.676000001
253,6434767.416,5664223.904999998
254,6434785.447000001,5664259.279999998
255,6434739.0472,5664171.047800002
256,6435209.004,5668740.522000001
257,6435172.033,5668876.539000001
258,6431476.933999999,5671670.726
259,6431507.7870000005,5671766.274
260,6431590.031,5671979.622
261,6432724.756,5659735.620999998
262,6432782.901000001,5659582.998
263,6436463.686000001,5657620.1510000015
264,6436565.812999999,5657569.823999999
265,6436340.789,5657679.703
266,6439082.668,5670171.629000002
267,6439103.896000001,5670170.907000001
268,6438983.192000001,5670198.994999999
269,6439012.852000001,5670190.649
270,6439035.507,5670169.524
271,6439068.392000001,5670167.427999998
272,6438943.024,5670035.483999998
273,6439076.839,5670006.761
274,6430849.921,5658521.376
275,6430908.767000001,5658507.954
276,6431911.427,5665057.495999998
277,6431894.18,5665111.505999999
278,6431929.882999999,5665065.378000001
279,6431972.866,5665083.6510000015
280,6432198.517000001,5660301.7072
281,6432194.9054,5660303.453500002
282,6432193.0401,5660304.1282
283,6432200.6046,5660376.240800002
284,6439002.475,5669571.808999999
285,6430227.697000001,5665394.413000002
286,6430311.267000001,5665376.287000001
287,6427323.576,5664812.874
288,6427369.7639999995,5664829.855
289,6426831.836,5664720.668
290,6426982.102999999,5664697.012
291,6427520.34,5664912.594000001
292,6426727.623,5664736.448000001
293,6432911.2229,5665322.2937
294,6432910.3472,5665323.554300001
295,6432880.7823,5665104.7216
296,6432858.0458,5665088.4771
297,6433827.747,5664880.362000001
298,6433651.515,5664913.893999998
299,6433611.817000001,5664921.483999998
300,6433836.137999999,5664860.2990000015
301,6435889.635,5657823.307999999
302,6435951.793,5658032.432
303,6429095.917,5662182.09
304,6429108.007,5662225.6110000005
305,6429045.946,5662003.6099999985
306,6429015.254,5661895.301000001
307,6424940.079,5665222.187000001
308,6424732.887,5665210.766000002
309,6434430.3270000005,5658182.964
310,6436538.966,5663354.287000001
311,6436524.642999999,5663539.489
312,6435919.401000001,5667118.161
313,6435749.946,5667115.318
314,6436616.466,5663987.731000002
315,6436639.427,5663867.800000002
316,6436570.534,5664061.998
317,6426813.815,5667167.407000001
318,6426868.274,5667389.146000001
319,6434382.3021,5657913.859200002
320,6434346.4867,5658171.1084
321,6427766.699,5664121.5419999985
322,6427848.767999999,5663872.249
323,6427714.618,5664350.741
324,6438968.397000001,5669498.467
325,6438731.653,5669681.805
326,6436562.01,5664517.970000002
327,6436397.0083,5664566.829600002
328,6437156.671,5664506.710999999
329,6437046.905,5664504.318
330,6436688.915,5664486.642999998
331,6436807.003,5664490.75
332,6436927.695,5664495.429
333,6437199.914,5664503.903000001
334,6433272.722,5665408.857000002
335,6433283.793,5665523.9240000015
336,6437305.397000001,5664439.0139999995
337,6437245.542,5664489.478999999
338,6432904.9377,5665309.0481
339,6432905.4101,5665315.9613000015
340,6432522.982000001,5670239.620999998
341,6432642.531,5670457.588
342,6432508.4073,5664072.034
343,6432410.096,5664086.081
344,6432261.078,5664144.432999999
345,6432293.715,5664133.831
346,6432323.6620000005,5664124.902000002
347,6432065.067000001,5664209.278000001
348,6432144.61,5664183.795
349,6432168.0342,5664176.308599999
350,6432410.6146,5664087.6687
351,6432329.699,5664118.852999999
352,6430743.961,5662508.949999998
353,6430676.302999999,5662352.59
354,6430638.707,5662266.465
355,6428153.57,5659550.802999998
356,6428120.1235,5659550.5156
357,6429333.749,5668168.08
358,6429326.607999999,5668082.717
359,6432533.321,5661856.4761
360,6432667.29,5661852.6411000015
361,6432667.2904,5661852.738600002
362,6432869.9256,5661791.0689
363,6432880.8714,5661795.5777
364,6432667.1427,5661842.4525000015
365,6432774.3409,5661824.7839
366,6433163.9793,5661654.762599999
367,6433129.4834,5661654.099300001
368,6433114.7926,5661678.0408
369,6432912.5578,5661779.534
370,6432896.1591,5661766.6154
371,6432773.0542,5661816.979599998
372,6432780.4421,5661832.9122
373,6432766.7925,5661835.7919
374,6432645.749,5661845.7092
375,6432661.6885,5661843.2521
376,6432667.1612,5661848.976299998
377,6431876.6987,5664362.3784
378,6431928.7877,5664235.3695
379,6431333.863,5658540.7020000005
380,6431423.1667,5658519.230699998
381,6431223.04,5658566.42
382,6431238.092999999,5658562.432
383,6435148.58,5664537.0139999995
384,6435143.397000001,5664825.8957
385,6429564.45,5659355.903999999
386,6429495.7023,5659312.9518
387,6429351.954,5659154.112000001
388,6432697.2387,5664099.8012000015
389,6432666.8091,5664103.292099998
390,6432686.7909,5664036.8232
391,6432702.6074,5664050.1411000015
392,6432707.3885,5664049.033299998
393,6432687.307999999,5664039.999500001
394,6432800.4076,5664082.7641
395,6432713.717,5664093.2421
396,6432521.9404,5664071.507099999
397,6432504.4324,5664057.6469
398,6432303.3465,5664034.0909
399,6432234.4438,5664051.7761
400,6432570.0416,5664095.4485
401,6432481.0802,5664332.182700002
402,6432487.762999999,5664329.522000001
403,6431480.535,5664490.6149
404,6429858.1548,5661167.2797
405,6429855.0432,5661166.1389999995
406,6429834.962,5661160.565
407,6432629.1197,5663801.2289
408,6435063.2519,5663980.8697
409,6435069.205,5663976.265900001
410,6433109.7327,5663980.8023000015
411,6433087.9707,5663996.214299999
412,6432902.731000001,5664009.7699
413,6432895.292,5664011.040999998
414,6433147.56,5661883.93
415,6433139.7383,5661936.473300002
416,6433136.0879999995,5661881.911
417,6433130.414,5661880.913000002
418,6433061.3829,5662113.4812
419,6433063.079,5662176.131100001
420,6433063.1039,5662176.143200002
421,6428577.9383,5666464.705499998
422,6428584.4768,5666332.1535
423,6428737.6987,5666594.0746
424,6437456.629,5668554.35
425,6437442.183999999,5668591.832
426,6437426.663,5668634.029999998
427,6423806.36,5671313.8599999985
428,6423822.835,5671387.461999998
429,6423763.942000001,5671113.539000001
430,6423773.0370000005,5671159.903000001
431,6422473.0661,5664333.7586
432,6422436.183999999,5664418.7349999985
433,6422287.2244,5664586.397600002
434,6432801.964,5658950.937000001
435,6432821.956,5659022.107000002
436,6439409.845,5669843.790999998
437,6439520.636,5669817.255000001
438,6437120.4283,5664695.806600002
439,6437159.4544,5664685.7525
440,6437189.0878,5664678.079500001
441,6437191.1236,5664677.6433000015
442,6437192.792,5664677.285800002
443,6437278.6494,5664659.6909
444,6437280.1165,5664665.7689
445,6437283.2797,5664678.873299999
446,6437308.0183,5664657.971100002
447,6431613.9546,5664489.5715999985
448,6431521.5635,5664531.3093
449,6431398.8875,5664590.501700001
450,6431331.342,5664614.906199999
451,6424982.7569,5664438.528100002
452,6424979.2292,5664435.2809
453,6424984.7958,5664433.8639
454,6424220.9521,5664371.611199998
455,6424218.0838,5664367.8073
456,6424224.2259,5664366.808700001
457,6426301.6035,5663764.056
458,6426298.96,5663761.971999999
459,6425872.9587,5663338.4422
460,6429666.5239,5663057.3692000015
461,6429672.3616,5663029.7629
462,6430367.4989,5664604.9959
463,6430412.7888,5664611.130999999
464,6430303.025,5664847.01
465,6430292.2503,5664832.055
466,6430158.762,5662316.744000001
467,6430206.097999999,5662447.5150000015
468,6430299.517000001,5668157.535
469,6430282.951,5668059.0759999985
470,6430288.951,5668035.443
471,6430175.107000001,5667531.2919999985
472,6430084.8398,5667411.0485
473,6439551.9,5667653.557
474,6439759.592999999,5667552.395
475,6439446.302999999,5667706.4169999985
476,6439431.725,5667713.387999999
477,6439336.153,5667759.414000001
478,6425954.271000001,5662734.297
479,6426013.5370000005,5662828.157000001
480,6422064.116,5667467.935000001
481,6422283.276000001,5667405.573000001
482,6422021.741,5667358.2420000015
483,6421898.8889999995,5667405.800000002
484,6432379.5770000005,5664590.657000001
485,6432465.279,5664560.755999999
486,6432485.682,5664553.83
487,6432554.304,5664532.376
488,6432189.655,5664652.595000002
489,6432255.935,5664630.870999998
490,6425812.8372,5663214.2444
491,6425814.1191,5663201.17
492,6435729.632999999,5667586.7919999985
493,6435643.5603,5667551.2665
494,6425484.5811,5667551.802200002
495,6425241.3433,5667589.723099999
496,6425485.6253,5667596.8608
497,6425590.5465,5667611.1687
498,6425100.5372,5667638.6854
499,6425873.9237,5667460.337300002
500,6425784.7001,5667642.750600001
501,6427289.018999999,5667651.698000001
502,6427317.5912,5667628.2632
503,6425823.1559,5667652.6559
504,6428586.7606,5662650.7038
505,6428584.5791,5662654.441500002
506,6425901.8028,5667468.2261999985
507,6425073.0204,5667662.7096
508,6435975.6823,5667671.940500001
509,6435785.5782,5667605.512800002
510,6426049.4221,5667590.8662
511,6425893.8204,5667682.306299998
512,6424982.0036,5667687.580499998
513,6425825.3196,5667687.624500001
514,6425841.3694,5667686.344000001
515,6432267.557,5667629.879000002
516,6432312.6657,5667698.2612999985
517,6426602.4846,5668162.4101
518,6426821.2864,5668120.841600001
519,6435711.126,5658780.937000001
520,6435788.781,5658890.231000002
521,6435864.373,5658923.057999999
522,6432515.622,5664133.851
523,6432536.778,5664196.403999999
524,6432566.859,5664288.692000001
525,6435638.996,5660499.419
526,6435592.1389999995,5660449.9
527,6435679.253,5660542.48
528,6426637.45,5666014.66
529,6426680.196,5666083.171
530,6429415.879,5662648.887
531,6429384.107999999,5662536.088
532,6429511.4549,5663013.693700002
533,6429474.25,5662828.227000001
534,6429376.2129999995,5662508.062999999
535,6429431.517999999,5662676.573999999
536,6429423.058999999,5662646.817000001
537,6426325.69,5663783.0490000015
538,6426411.913,5663755.565
539,6426442.815,5663746.003000001
540,6437983.0370000005,5663539.926999999
541,6438055.405,5663592.488
542,6435800.646000001,5660679.216
543,6427467.772999999,5657967.921
544,6427458.4701,5657983.7959
545,6427444.6292,5657996.162699998
546,6427442.722999999,5657999.031
547,6433330.613,5660994.365
548,6433248.779,5660991.42
549,6430491.776000001,5658413.929
550,6430560.356000001,5658397.221999999
551,6430538.9097,5658308.2446
552,6430608.0,5658299.251
553,6430662.3,5658372.482999999
554,6430723.437999999,5658357.7349999985
555,6431001.903,5658484.357000002
556,6425843.965,5669181.035
557,6425776.967999999,5669110.628000001
558,6433431.682,5665085.4739999985
559,6433468.5303,5665398.324100002
560,6428828.759,5665990.9920000015
561,6428859.9007,5666036.9561
562,6431656.393999999,5657851.364
563,6431496.375,5657880.615
564,6432089.563999999,5664600.767000001
565,6432168.4547,5664579.0090999985
566,6439097.262,5667736.786
567,6439138.936000001,5667714.745999998
568,6439200.94,5667681.998
569,6439275.02,5667641.5759999985
570,6438781.964,5670013.365
571,6438805.2722,5670064.2335
572,6432690.057,5669640.59
573,6432664.085,5669480.079
574,6432450.903,5660584.363
575,6432412.036,5660394.9920000015
576,6439160.489,5669706.755000001
577,6439284.467,5669656.421
578,6432318.6389999995,5660093.822000002
579,6432671.5318,5660066.5042
580,6432718.2978,5660065.678099999
581,6432510.482000001,5660076.3259999985
582,6432418.41,5660082.785
583,6432198.2893,5660100.2721
584,6435714.318,5666880.722999998
585,6435919.981000001,5666886.897999999
586,6425637.2515,5662514.0723
587,6425728.5543,5662617.235099998
588,6425772.687000001,5662664.896000001
589,6425831.307999999,5662728.82
590,6425888.235,5662788.669
591,6424660.671,5665207.49
592,6425130.603999999,5665232.497
593,6425062.698,5665228.7760000015
594,6434080.222,5667222.057
595,6434203.344,5667429.68
596,6432908.5974,5665320.3432
597,6433911.333,5666957.748
598,6433956.555,5667025.4520000005
599,6434013.704,5667115.579
600,6434208.207,5667499.5989999985
601,6438818.916,5669711.186000002
602,6431877.437000001,5667263.357000002
603,6431887.853999999,5667060.84
604,6428498.325,5659418.5079999985
605,6428419.852000001,5659446.869000001
606,6428568.867000001,5659395.865
607,6428342.688999999,5659502.937000001
608,6428652.503,5659370.307999999
609,6428819.1198,5659289.9702
610,6428437.721,5659324.472999998
611,6428406.284,5659625.879000002
612,6431407.4456,5657474.8895
613,6431420.3092,5657539.597200002
614,6431394.582,5657417.1983
615,6431366.516,5657290.511600002
616,6429542.512999999,5660661.84
617,6429468.783,5660578.755000001
618,6433945.816000001,5658500.426999999
619,6434494.415,5658444.7979999995
620,6433888.484,5658506.301000001
621,6437119.444,5664369.476
622,6437138.555,5664268.529999998
623,6434530.568,5666695.554
624,6434505.998,5666553.661
625,6430741.03,5665499.706
626,6430766.094,5665484.396000001
627,6430946.7443,5665411.511399998
628,6432603.183999999,5662253.057
629,6432472.427999999,5664279.988
630,6428707.7058,5666424.684900002
631,6428797.6216,5666580.377599998
632,6428805.163,5666588.879000002
633,6428794.5367,5666586.2338999985
634,6428812.015,5666622.022000001
635,6428819.3472,5666624.5808000015
636,6428847.8812,5666670.1187
637,6428949.782000001,5666732.910800002
638,6428942.2913,5666754.6798
639,6428768.969,5666634.881999998
640,6428739.7078,5666590.3353
641,6432111.531,5668896.892000001
642,6432090.9169,5668893.0066
643,6432888.5139999995,5669032.089
644,6432675.339,5669015.091
645,6433085.142000001,5669050.927999998
646,6432176.862000001,5668909.436000002
647,6432282.959,5668928.040999998
648,6432273.582,5668989.493000002
649,6432660.0026,5661840.1184
650,6432693.5642,5661848.355900002
651,6420504.344,5669210.664000001
652,6420520.3270000005,5669216.369000001
653,6420042.567000001,5669367.967
654,6420227.387999999,5669305.406
655,6420253.279,5669376.9509999985
656,6420388.279,5669346.057
657,6420317.034,5669155.82
658,6430713.105,5659358.783
659,6430722.028,5659387.455
660,6430801.235,5659594.83
661,6430777.526000001,5659550.35
662,6423842.098999999,5671145.193
663,6423793.554,5671253.67
664,6423866.283,5671239.187000001
665,6419458.335,5668331.018999998
666,6419603.7870000005,5668371.955
667,6419676.251,5668344.196
668,6437620.177999999,5664026.783
669,6437527.036,5663853.284
670,6433776.311000001,5657459.1625
671,6433797.7467,5657756.5354
672,6432952.171,5669231.017999998
673,6432934.5770000005,5669280.725
674,6432951.552999999,5669180.217
675,6432952.407000001,5669157.668
676,6432937.009,5669325.181
677,6432963.71,5669406.290999998
678,6428035.5634,5663958.0484
679,6428253.2244,5664027.5111
680,6433065.3783,5664030.996099999
681,6433039.4541,5664025.284800001
682,6433241.5966,5664041.3628
683,6433269.145,5664037.252
684,6426451.7698,5664053.613
685,6426409.692000001,5663934.4946
686,6432921.9636,5664055.8859
687,6432912.892999999,5664059.494100002
688,6432862.807,5664084.686000002
689,6432881.5988,5664227.5808000015
690,6432982.646000001,5664202.767000001
691,6431887.4577,5664216.3298
692,6433720.8916,5664265.1285
693,6433729.842999999,5664268.091
694,6433588.8586,5664226.8971
695,6433790.574,5664281.574999998
696,6432546.6005,5663860.5656
697,6432532.7339,5663783.2652
698,6432589.8811,5663771.1546
699,6432195.4572,5663940.987199998
700,6432195.516,5663940.966
701,6430726.719,5659569.762
702,6430763.204,5659516.191000001
703,6430710.712,5659534.210000001
704,6431818.418,5662461.232000002
705,6431769.544,5662483.694
706,6431238.8462,5664641.365499998
707,6431159.1446,5664656.9747
708,6428875.823,5666093.142999998
709,6428844.373,5666114.210000001
710,6429573.3939,5665576.2676
711,6429591.9846,5665558.1448
712,6432811.891,5662742.179
713,6432810.1125,5662754.322899999
714,6432648.9877,5662740.4761999985
715,6432666.8731,5662738.6011
716,6433389.5064,5661545.473099999
717,6433247.6371,5661299.405200001
718,6433272.9229999995,5661298.0934
719,6431940.8716,5666563.6186
720,6431936.332,5666563.387
721,6431943.5415,5666563.446
722,6432574.232000001,5666468.283
723,6432557.3014,5666371.977600001
724,6432537.61,5666946.806
725,6432537.833,5666946.914100002
726,6428535.8278,5662629.6786
727,6428771.3108,5662365.9289
728,6428805.96,5662357.7711
729,6427686.4115,5661210.094699998
730,6427655.1377,5661168.1582
731,6425886.009,5668674.296
732,6425918.456,5668706.538000002
733,6421080.7713,5668389.037699998
734,6421103.3948,5668405.8582000015
735,6421076.7202,5668411.8353
736,6431241.6078,5665054.016899998
737,6431241.5686,5665054.1139
738,6431159.1403,5664656.9759
739,6431069.2958,5664632.571799999
740,6431071.9382,5664632.411800001
741,6431028.9353,5664443.6182
742,6431027.8661,5664443.886600002
743,6431029.0158,5664443.597999998
744,6431027.4673,5664436.5145
745,6431026.4086,5664436.775699999
746,6430264.286,5668163.796
747,6430291.044,5668158.6335
748,6425799.589,5663453.558999999
749,6425815.025,5663482.4509999985
750,6426414.2087,5663917.375499999
751,6426437.6133,5663904.557399998
752,6426455.5879999995,5663894.694
753,6437257.744,5670641.795
754,6437402.852999999,5670717.069
755,6437515.432,5670790.703
756,6419854.145,5668129.6389999995
757,6419717.317000001,5668183.816000001
758,6419920.415,5668109.679
759,6425959.176,5663299.970000002
760,6426043.943,5663255.02
761,6425742.241,5663400.1669999985
762,6425728.864,5663408.498
763,6426322.08,5663065.675000002
764,6426327.811000001,5663076.306
765,6426302.692000001,5663089.287000001
766,6426353.967,5663121.2349999985
767,6426341.342999999,5663148.59
768,6427005.6620000005,5664363.065
769,6427064.183999999,5664364.59
770,6427006.569,5664324.877
771,6427033.255,5664327.262999999
772,6427104.592999999,5664379.619999999
773,6427105.845,5664307.16
774,6427064.757999999,5664328.039999999
775,6426944.681,5664429.7360000005
776,6427066.624,5664287.210000001
777,6432165.59,5668219.33
778,6432143.794,5668202.963
779,6426457.2069,5668221.8419
780,6426567.7462,5668165.793199998
781,6426403.2968,5668255.1044
782,6426475.8112,5668255.841800001
783,6426515.8452,5668224.804099998
784,6426419.9506,5668283.004000002
785,6426453.2686,5668279.339
786,6432896.7732,5668278.4343
787,6432900.4724,5668287.4507
788,6425843.3878,5667813.8104
789,6426189.0106,5668349.803300002
790,6426227.7259,5668362.4626
791,6426239.5249,5668397.9824
792,6433415.222999999,5661343.4843000015
793,6433372.308999999,5661539.7479
794,6433361.4871,5661556.3891
795,6435322.595,5666205.7302
796,6435641.4816,5666174.9245
797,6431276.8013,5664631.8336
798,6431269.4457,5664633.709000002
799,6431275.9011,5664617.8258
800,6431278.643999999,5664628.471100002
801,6431252.2592,5664645.4516
802,6431263.6528,5664640.409800001
803,6431265.1117,5664640.1884
804,6431265.8789,5664660.375700002
805,6431279.3434,5664631.1854
806,6431280.3912,5664637.8692000015
807,6430731.565,5658356.741
808,6430785.8562,5658341.406300001
809,6430640.976,5658191.781
810,6430427.969,5658463.052999998
811,6430420.6729999995,5658432.522999999
812,6430461.453,5658600.691000001
813,6430473.169,5658648.442000001
814,6430485.7343,5658708.6384999985
815,6430567.762999999,5658430.028999999
816,6430670.837,5658405.630999999
817,6430709.156,5658396.153000001
818,6430784.272000001,5658573.8270000005
819,6430798.5965,5658633.457900002
820,6430683.0651,5658598.098300002
821,6430697.4565,5658658.2557
822,6430682.1059,5658598.330600001
823,6430574.3121,5658624.2904
824,6430587.2806,5658681.113299998
825,6432092.574,5667078.812000001
826,6432126.857000001,5667033.004000002
827,6432106.471,5667226.533
828,6432063.643999999,5667160.029999998
829,6433329.365,5661020.908
830,6425949.659,5662849.122
831,6426034.336,5662988.498
832,6425963.682,5662859.198000001
833,6426057.699,5663059.368000002
834,6426061.03,5663068.471999999
835,6432143.036,5667046.9860000005
836,6432106.637999999,5667091.767999998
837,6432088.498,5667158.7639999995
838,6432120.842999999,5667212.662000001
839,6432197.7386,5667209.9263
840,6433080.6,5670168.426999999
841,6432984.437999999,5669988.69
842,6438513.193,5664643.305
843,6438517.217,5664568.925000002
844,6438337.157000001,5664168.58
845,6435647.511,5658698.504000002
846,6435843.865,5658566.457
847,6436101.8888,5664587.2091000015
848,6436123.137999999,5664593.637999999
849,6436132.6172,5664596.5766
850,6436146.0454,5664600.5441999985
851,6436249.6221,5664630.8309
852,6435919.788,5664526.408
853,6435912.3712,5664523.042400002
854,6429434.276000001,5660500.397999999
855,6430140.243,5662089.147999999
856,6430122.499,5662047.1669999985
857,6430213.102000001,5662264.021000001
858,6428483.818,5659137.3610000005
859,6428463.408,5659146.884
860,6428583.282000001,5659082.8259999985
