,x,y
0,16.973353400675418,51.079838311478575
1,16.973258852382926,51.079879535243386
2,16.973255537927812,51.07988098045477
3,16.972841655531962,51.080067523172
4,16.972603323550945,51.08018265541888
5,16.97244493836884,51.080259231608544
6,16.97237052780672,51.080295210835075
7,16.976133594297732,51.078838463344326
8,16.9760245055177,51.07887269379532
9,16.975462216953648,51.07904910873898
10,16.974934244393705,51.07922433859235
11,16.974760173733383,51.07928857404825
12,16.974606060365087,51.0793418064217
13,16.974597195969555,51.079345117810284
14,16.97430261726752,51.079454941593845
15,16.974006050400668,51.07956554727732
16,16.973854171008085,51.079626288549754
17,16.973479044685053,51.07978233879056
18,16.973475743915735,51.07978381109766
19,16.976212967529573,51.07887612447539
20,16.976238296175392,51.07890923089557
21,16.976602806819233,51.07938559038407
22,16.97486706516906,51.07941048507786
23,16.974873903461447,51.07942135974451
24,16.975226527361407,51.079808701425584
25,16.973467711395426,51.07990622623814
26,16.973470985252025,51.07990919464348
27,16.973547856321435,51.07997865041727
28,16.97395523300846,51.08034668119341
29,16.972415204253267,51.08033487989236
30,16.97242060672817,51.08033968297285
31,16.972932706846183,51.080761740407716
32,16.971788876903492,51.08059876911341
33,16.971860516006572,51.08062733942968
34,16.9718812410275,51.08063560351428
35,16.972389177243734,51.081068378462284
36,17.12903766814214,51.15928289494032
37,17.12906643818575,51.159325818599655
38,17.129526208535047,51.16001183690639
39,17.129941080453044,51.16062071248137
40,17.130091899782173,51.16083619940002
41,17.130127750464876,51.16087293667936
42,17.13014726058516,51.160892939716405
43,17.130162632211498,51.160914826753476
44,17.13027397847877,51.1610734215786
45,17.130506020534114,51.16142877816883
46,17.130539955663828,51.16148075637042
47,17.13057017223944,51.16152520962528
48,17.130804394526145,51.16186977633254
49,17.130866874504463,51.161967741399096
50,17.130902315798725,51.16202329953676
51,17.01552272456575,51.06628637764478
52,17.01552449917264,51.06633857820911
53,17.015523433274574,51.066374699119024
54,17.015523436371883,51.06637724325011
55,17.01552558950943,51.06668128642251
56,17.014460632920844,51.06627969279718
57,17.014460864448182,51.06637359290831
58,17.014461620914723,51.06666917396036
59,17.013304417190408,51.066361031724576
60,17.01333062504179,51.06643356667692
61,17.013441589706563,51.06674060501372
62,17.033258757201747,51.071954141359576
63,17.033262995602602,51.071613761459815
64,17.033274730053627,51.071256021393644
65,17.032430747311107,51.07125569080532
66,17.032205893567248,51.071250449218425
67,17.02998876162193,51.07120704416878
68,17.02801535062495,51.071197654409026
69,17.02692341688073,51.07119244417118
70,17.026373754105553,51.07118893693056
71,17.02497630157833,51.0711856941765
72,17.03407110858821,51.079669089385064
73,17.033989038154786,51.079674549409596
74,17.033211743098676,51.079721100095256
75,17.033182992984464,51.07973103870682
76,17.033170042283434,51.079746411930245
77,17.03317000859627,51.079769937802354
78,17.033169935575494,51.079812467660176
79,17.03317997069798,51.07982605324639
80,17.03319575173111,51.07983511057499
81,17.03322161652916,51.07983693364778
82,17.033271894275188,51.07983697187364
83,17.033395450259814,51.07983524272426
84,17.033503197305606,51.079827161840626
85,17.033886815094927,51.079803885058325
86,17.106403609249348,51.09955931533975
87,17.106346657148777,51.099565190796575
88,17.106208718541428,51.099579436819276
89,17.10585498117997,51.09962814405098
90,17.105183534169203,51.09972886056457
91,17.105129823249914,51.099736926746026
92,17.102886413363713,51.10011252043018
93,17.102941359743145,51.10010336801675
94,17.103503854659575,51.10000979385172
95,17.103894465008285,51.099943963340614
96,17.1039041228591,51.0999421675094
97,17.103961669191218,51.09993144337189
98,17.099820585463014,51.100628192878844
99,17.099848447929162,51.100623454082644
100,17.100676171323755,51.10048251893424
101,17.101312970789046,51.100375278175534
102,17.101380769044553,51.100363852004506
103,17.027973624711944,51.117684678096886
104,17.02803786486309,51.117513749099544
105,17.028114502523437,51.11733368440462
106,17.02816864763905,51.11720647187502
107,17.027513031104828,51.11707433851328
108,17.027898157004266,51.117151957465474
109,16.890172417810593,51.144760650270044
110,16.89014516191841,51.14468206411487
111,16.88991359107807,51.14401435666194
112,16.88990808499722,51.1439984923632
113,17.01470328959525,51.08202978292468
114,17.014564513683812,51.082056993805296
115,17.013859036313324,51.082195357159655
116,16.964239688168494,51.106733146613045
117,16.964289165761066,51.106623990985824
118,16.964292589864034,51.10661646094579
119,16.964356948436187,51.106490617301795
120,16.96441773148014,51.106376509521986
121,16.964476100287886,51.10626498735218
122,16.964597524028385,51.10604051909215
123,16.96471034941543,51.105837181365025
124,16.965475948260046,51.104474155088
125,16.965522089976766,51.10439201953303
126,16.962898105607206,51.111433566675316
127,16.962909484269108,51.11133611101183
128,16.962939826444607,51.11107668470178
129,16.96300242924606,51.11061052888753
130,16.963053840550057,51.110306817158644
131,16.963118307718403,51.10995762523465
132,16.96317354560357,51.10970492815125
133,16.96325056515877,51.10938758120189
134,16.963294730655655,51.10921545976015
135,16.963316303802586,51.109131426193784
136,16.963338184347858,51.10905726607891
137,16.963414721350492,51.10879777266406
138,16.963557440552663,51.10835790245007
139,16.963663702305745,51.108063486500406
140,16.963807683395363,51.10769213792392
141,16.963923787813133,51.10741082608428
142,16.96405242590793,51.10711558319869
143,16.964201439316064,51.106799916183355
144,16.949872135962092,51.09268669217498
145,16.949908018126134,51.0926964357574
146,16.950274049200964,51.09279578759863
147,16.950683918645296,51.09291106608619
148,16.951714274715773,51.09319141391692
149,16.95230970557214,51.093354773546544
150,16.952329626704323,51.09337470258682
151,16.952853065223167,51.093518643625835
152,16.952900116595988,51.09351808516569
153,16.95336150766,51.09364467528843
154,16.953704420508355,51.09373860428296
155,16.953836053786436,51.093776127893925
156,16.95398361649768,51.093818198865506
157,17.110618405055714,51.09850194951621
158,17.11073055943093,51.0985134913278
159,17.111510227096193,51.09859371845611
160,17.111986979223172,51.09864402380486
161,17.112101992587874,51.098656161352025
162,17.109130351441415,51.09836816326543
163,17.109220486298163,51.0983746843223
164,17.109224492237296,51.09837499352276
165,17.109314076205973,51.09838195080422
166,17.109671161113507,51.098412484597404
167,17.11020855538882,51.09846074187693
168,17.110494589395927,51.09848950081884
