id,v1,v2,type,direction,distance
3425,4083,3894,strefa ruchu uspokojonego 20 i 30 km/h,2,147.44323175600002
3426,4084,4083,strefa ruchu uspokojonego 20 i 30 km/h,2,42.4036181344
3427,4085,4084,strefa ruchu uspokojonego 20 i 30 km/h,2,427.850261135
3428,4086,4087,strefa ruchu uspokojonego 20 i 30 km/h,2,176.49421048099998
3429,4056,4088,kontraruch,2,104.65183720799999
3430,4089,4090,kontraruch,2,157.81402309999999
3431,3190,4091,strefa ruchu uspokojonego 20 i 30 km/h,2,69.82388915109999
3432,4092,4093,strefa ruchu uspokojonego 20 i 30 km/h,2,123.02926306200001
3433,4092,2846,strefa ruchu uspokojonego 20 i 30 km/h,2,64.7742340782
3434,4094,3348,strefa ruchu uspokojonego 20 i 30 km/h,1,210.55337029400002
3435,4095,2953,strefa ruchu uspokojonego 20 i 30 km/h,2,29.8782207307
3436,4096,4095,strefa ruchu uspokojonego 20 i 30 km/h,2,81.63934639050001
3437,4097,4096,strefa ruchu uspokojonego 20 i 30 km/h,2,93.00212765559999
3438,4098,4099,strefa ruchu uspokojonego 20 i 30 km/h,2,26.7902857914
3439,4100,4101,strefa ruchu uspokojonego 20 i 30 km/h,2,24.974433206100002
3440,4100,4102,strefa ruchu uspokojonego 20 i 30 km/h,2,115.870012963
3441,4099,4103,strefa ruchu uspokojonego 20 i 30 km/h,2,10.999949318199999
3442,4101,4098,strefa ruchu uspokojonego 20 i 30 km/h,2,80.2393343846
3443,1614,2255,strefa ruchu uspokojonego 20 i 30 km/h,2,362.01903915599996
3444,3388,4104,strefa ruchu uspokojonego 20 i 30 km/h,2,93.6394905942
3445,4104,2834,strefa ruchu uspokojonego 20 i 30 km/h,2,95.4596694229
3446,4105,1661,strefa ruchu uspokojonego 20 i 30 km/h,2,214.763836393
3447,4106,4107,strefa ruchu uspokojonego 20 i 30 km/h,2,11.3612687179
3448,3227,1495,pas ruchu dla rowerow,1,3.76169565019
3449,4108,4109,pas ruchu dla rowerow,1,0.195141410264
3450,3248,3249,pas ruchu dla rowerow,1,25.703972203299998
3451,4110,4111,strefa ruchu uspokojonego 20 i 30 km/h,2,83.7636130588
3452,4112,4113,strefa ruchu uspokojonego 20 i 30 km/h,2,76.960438475
3453,4114,4115,strefa ruchu uspokojonego 20 i 30 km/h,2,58.75456749600001
3454,4116,4117,strefa ruchu uspokojonego 20 i 30 km/h,2,107.487435801
3455,4117,4118,strefa ruchu uspokojonego 20 i 30 km/h,2,65.5821616436
3456,4117,4119,strefa ruchu uspokojonego 20 i 30 km/h,2,125.88541077
3457,4120,4121,droga dla rowerow,2,128.434174638
3458,4121,181,droga dla rowerow,2,6.428885012189999
3459,4121,4122,droga dla rowerow,2,5.52469412185
3460,4123,4124,droga dla rowerow,2,9.61451623646
3461,4125,4126,droga dla rowerow,2,10.2431441677
3462,4127,4128,droga dla rowerow,2,6.59997126054
3463,4128,4129,droga dla rowerow,2,5.32226984002
3464,182,4127,droga dla rowerow,2,3.5133859238599996
3465,4122,4123,droga dla rowerow,2,7.12870632093
3466,4124,4125,droga dla rowerow,2,6.55998096644
3467,4126,4129,droga dla rowerow,2,7.664721313260001
3468,4128,4130,droga dla rowerow,2,132.04251839
3469,4130,4131,droga dla rowerow,2,5.656878215060001
3470,4130,183,droga dla rowerow,2,5.35477963039
3471,4132,4133,droga dla rowerow,2,5.85441073038
3472,3728,3730,droga dla rowerow,2,0.6407982287740001
3473,1809,970,kontrapas,1,159.151588739
3474,2599,4134,kontraruch,2,124.978236135
3475,4134,93,kontraruch,2,72.829288796
3476,51,28,kontraruch,2,172.056809016
3477,3214,4135,strefa ruchu uspokojonego 20 i 30 km/h,2,18.8687617998
3478,28,4135,kontraruch,2,176.398664934
3479,90,267,strefa ruchu uspokojonego 20 i 30 km/h,2,85.7255324975
3480,267,4136,strefa ruchu uspokojonego 20 i 30 km/h,2,47.4285110447
3481,3738,4137,strefa ruchu uspokojonego 20 i 30 km/h,2,155.70872904200002
3482,4138,4139,strefa ruchu uspokojonego 20 i 30 km/h,2,393.602102432
3483,4140,4141,strefa ruchu uspokojonego 20 i 30 km/h,2,135.596392816
3484,435,1274,strefa ruchu uspokojonego 20 i 30 km/h,2,10.0590640111
3485,1274,4140,strefa ruchu uspokojonego 20 i 30 km/h,2,11.027323311199998
3486,3608,2946,strefa ruchu uspokojonego 20 i 30 km/h,2,119.96497183
3487,4142,4143,strefa ruchu uspokojonego 20 i 30 km/h,2,45.104195629799996
3488,3722,3891,strefa ruchu uspokojonego 20 i 30 km/h,2,24.1661470327
3489,4144,4145,strefa ruchu uspokojonego 20 i 30 km/h,2,160.919863677
3490,4146,4147,strefa ruchu uspokojonego 20 i 30 km/h,2,152.253778499
3491,4148,4146,strefa ruchu uspokojonego 20 i 30 km/h,2,62.009299892
3492,4149,4148,strefa ruchu uspokojonego 20 i 30 km/h,2,4.30221919479
3493,2902,4150,strefa ruchu uspokojonego 20 i 30 km/h,2,117.57194993899999
3494,4147,4151,strefa ruchu uspokojonego 20 i 30 km/h,2,156.825991237
3495,4152,4153,strefa ruchu uspokojonego 20 i 30 km/h,2,12.5235035453
3496,4153,3754,strefa ruchu uspokojonego 20 i 30 km/h,2,35.9294066319
3497,4154,4155,strefa ruchu uspokojonego 20 i 30 km/h,2,93.7624197982
3498,4155,4156,strefa ruchu uspokojonego 20 i 30 km/h,2,191.77827554599997
3499,4157,4158,strefa ruchu uspokojonego 20 i 30 km/h,2,34.6847338915
3500,4159,4160,strefa ruchu uspokojonego 20 i 30 km/h,2,83.4844320934
3501,4158,4160,strefa ruchu uspokojonego 20 i 30 km/h,2,153.074322514
3502,4161,4162,strefa ruchu uspokojonego 20 i 30 km/h,2,178.18240475599998
3503,4163,3893,strefa ruchu uspokojonego 20 i 30 km/h,2,366.386647648
3504,585,2109,strefa ruchu uspokojonego 20 i 30 km/h,2,70.7142408647
3505,2109,4164,strefa ruchu uspokojonego 20 i 30 km/h,2,80.7306815753
3506,3718,4165,strefa ruchu uspokojonego 20 i 30 km/h,2,41.0305035547
3507,584,3718,strefa ruchu uspokojonego 20 i 30 km/h,2,20.8796338339
3508,4166,4167,strefa ruchu uspokojonego 20 i 30 km/h,2,114.71602183799999
3509,4168,4169,strefa ruchu uspokojonego 20 i 30 km/h,2,172.41809219299998
3510,4170,4171,strefa ruchu uspokojonego 20 i 30 km/h,2,101.71614983100001
3511,4172,4170,strefa ruchu uspokojonego 20 i 30 km/h,2,135.815557259
3512,2411,4168,strefa ruchu uspokojonego 20 i 30 km/h,2,169.239804732
3513,4171,2411,strefa ruchu uspokojonego 20 i 30 km/h,2,175.00556192
3514,4173,4174,strefa ruchu uspokojonego 20 i 30 km/h,2,60.3704887417
3515,4175,4173,strefa ruchu uspokojonego 20 i 30 km/h,2,20.5930031321
3516,4174,4176,strefa ruchu uspokojonego 20 i 30 km/h,2,19.5592996296
3517,3779,4177,mozliwosc przejazdu,2,438.914477795
3518,3776,3779,mozliwosc przejazdu,2,137.080870398
3519,3777,4178,lacznik drogowy,2,120.04965649200001
3520,3775,3780,droga dla pieszych i rowerow,2,127.394963685
3521,4179,4180,droga dla pieszych i rowerow,2,191.404871165
3522,4180,4181,droga dla pieszych i rowerow,2,16.292892405
3523,4177,3778,droga dla pieszych i rowerow,2,350.31222602400004
3524,3778,4179,droga dla pieszych i rowerow,2,110.28791286399999
3525,4181,4182,droga dla pieszych i rowerow,2,295.15912131
3526,4183,4184,lacznik drogowy,1,22.987258440500003
3527,3946,4185,droga dla pieszych i rowerow,2,148.857447808
3528,4186,4187,droga dla pieszych i rowerow,2,153.604620067
3529,4188,356,droga dla pieszych i rowerow,2,299.851722365
3530,3641,3638,droga dla pieszych i rowerow,2,11.056326048499999
3531,4189,2860,droga dla pieszych i rowerow,2,235.170885678
3532,4190,4191,droga dla pieszych i rowerow,2,2.60716773914
3533,579,2862,droga dla pieszych i rowerow,2,53.3801961574
3534,4192,4193,droga dla pieszych i rowerow,2,67.074732993
3535,4194,4195,droga dla pieszych i rowerow,2,150.13814441899999
3536,282,4196,droga dla pieszych i rowerow,2,22.322203460700003
3537,3815,3432,droga dla pieszych i rowerow,2,17.1842271662
3538,3814,1198,lacznik drogowy,1,3.27088381079
3539,4197,3814,droga dla pieszych i rowerow,2,1.0174024425
3540,3814,3815,droga dla pieszych i rowerow,2,9.97148345433
3541,1200,3815,lacznik drogowy,1,39.0280447658
3542,4198,4199,lacznik drogowy,2,339.914823764
3543,4200,4201,droga dla pieszych i rowerow,2,195.162578432
3544,3259,4202,droga dla pieszych i rowerow,2,110.157719255
3545,4202,4203,droga dla pieszych i rowerow,2,21.741179075999998
3546,4203,4204,droga dla pieszych i rowerow,2,33.6325825944
3547,4205,4206,droga dla pieszych i rowerow,2,101.14973328299999
3548,4207,1281,droga dla pieszych i rowerow,1,7.907791484980001
3549,633,4208,droga dla pieszych i rowerow,2,44.8350956078
3550,4209,4210,droga dla pieszych i rowerow,1,71.503615997
3551,634,639,droga dla pieszych i rowerow,2,45.3249179209
3552,423,2492,droga dla pieszych i rowerow,2,281.01644747
3553,4211,4212,droga dla pieszych i rowerow,2,125.03812158
3554,4213,2015,pas ruchu dla rowerow,1,115.660721897
3555,1994,1991,pas ruchu dla rowerow,1,23.576703654299997
3556,4214,4215,pas ruchu dla rowerow,1,42.7207760133
3557,4216,4217,pas ruchu dla rowerow,1,237.76304131700002
3558,3116,4218,pas ruchu dla rowerow,1,197.558699119
3559,2446,4219,lacznik drogowy,2,117.196217048
3560,3840,4220,strefa ruchu uspokojonego 20 i 30 km/h,2,148.722233118
3561,3836,4221,strefa ruchu uspokojonego 20 i 30 km/h,2,54.985331325699995
3562,3289,1229,strefa ruchu uspokojonego 20 i 30 km/h,2,261.715677046
3563,4222,4223,strefa ruchu uspokojonego 20 i 30 km/h,2,4.49396794826
3564,4224,4225,pas ruchu dla rowerow,1,10.0609464994
3565,1628,1629,droga dla rowerow,2,12.4106590981
3566,4226,4227,pas ruchu dla rowerow,2,4.10200347391
3567,4097,4228,lacznik drogowy,1,5.72080040903
3568,4227,3914,lacznik drogowy,1,39.442198213000005
3569,4229,4226,lacznik drogowy,1,38.2379926359
3570,3123,4230,strefa ruchu uspokojonego 20 i 30 km/h,2,86.5688879232
3571,409,4231,pas ruchu dla rowerow,1,32.849333072
3572,4231,4232,pas ruchu dla rowerow,1,244.399970441
3573,4232,4233,pas ruchu dla rowerow,1,108.899509239
3574,3460,3869,droga dla rowerow,1,220.03094017799998
3575,4234,4235,strefa ruchu uspokojonego 20 i 30 km/h,2,158.783656791
3576,4236,4237,strefa ruchu uspokojonego 20 i 30 km/h,2,375.91535869300003
3577,3031,4236,strefa ruchu uspokojonego 20 i 30 km/h,2,237.81227985599998
3578,4238,4239,strefa ruchu uspokojonego 20 i 30 km/h,2,75.550765852
3579,4240,4241,strefa ruchu uspokojonego 20 i 30 km/h,2,105.119586994
3580,1752,4242,strefa ruchu uspokojonego 20 i 30 km/h,2,86.93710257
3581,4243,4244,strefa ruchu uspokojonego 20 i 30 km/h,2,74.8314309813
3582,3476,3474,strefa ruchu uspokojonego 20 i 30 km/h,2,33.9063960043
3583,3474,3472,strefa ruchu uspokojonego 20 i 30 km/h,2,33.713054437800004
3584,3859,4245,strefa ruchu uspokojonego 20 i 30 km/h,2,44.6899688297
3585,3393,4246,strefa ruchu uspokojonego 20 i 30 km/h,2,101.616221765
3586,4247,3544,strefa ruchu uspokojonego 20 i 30 km/h,2,155.19112783399999
3587,4248,4249,strefa ruchu uspokojonego 20 i 30 km/h,2,12.4659272791
3588,4250,4248,strefa ruchu uspokojonego 20 i 30 km/h,2,38.8932015298
3589,4249,4251,strefa ruchu uspokojonego 20 i 30 km/h,2,63.4573500202
3590,4252,4253,strefa ruchu uspokojonego 20 i 30 km/h,2,271.805666421
3591,3874,4254,strefa ruchu uspokojonego 20 i 30 km/h,2,202.275279984
3592,286,4255,strefa ruchu uspokojonego 20 i 30 km/h,2,103.86950908
3593,286,4256,strefa ruchu uspokojonego 20 i 30 km/h,2,150.833082091
3594,4257,191,strefa ruchu uspokojonego 20 i 30 km/h,2,188.564276062
3595,3105,4258,strefa ruchu uspokojonego 20 i 30 km/h,2,160.948239873
3596,4258,4259,strefa ruchu uspokojonego 20 i 30 km/h,2,148.138073945
3597,4260,4259,strefa ruchu uspokojonego 20 i 30 km/h,2,185.680964157
3598,4261,4260,strefa ruchu uspokojonego 20 i 30 km/h,2,36.1728252672
3599,4262,4261,strefa ruchu uspokojonego 20 i 30 km/h,2,61.5147834486
3600,200,4262,strefa ruchu uspokojonego 20 i 30 km/h,2,124.144125429
3601,4263,4264,strefa ruchu uspokojonego 20 i 30 km/h,2,41.5843791624
3602,4265,4263,strefa ruchu uspokojonego 20 i 30 km/h,2,111.01756489899999
3603,4266,4264,strefa ruchu uspokojonego 20 i 30 km/h,2,187.940447482
3604,4267,1776,droga dla pieszych i rowerow,2,359.19922474699996
3605,1776,4268,droga dla pieszych i rowerow,2,35.5022304843
3606,4269,4270,droga dla pieszych i rowerow,2,193.19766713099997
3607,1421,4271,droga dla pieszych i rowerow,2,36.892454177800005
3608,1059,4272,droga dla pieszych i rowerow,2,76.37802032
3609,4270,4273,droga dla pieszych i rowerow,2,19.2074642499
3610,4274,1059,droga dla pieszych i rowerow,2,16.1304497933
3611,4275,4274,droga dla pieszych i rowerow,2,114.96817183200001
3612,4276,4277,droga dla pieszych i rowerow,2,134.51427711600002
3613,4278,4279,lacznik drogowy,2,2.74682825819
3614,4280,4281,trasa na walach,2,245.160415485
3615,4279,4281,mozliwosc przejazdu,2,11.4206236454
3616,4282,4283,droga dla rowerow,2,205.77358205299998
3617,1831,4284,droga dla pieszych i rowerow,2,754.04075854
3618,4285,338,droga dla rowerow,2,189.36148465
3619,4286,2510,droga dla rowerow,2,31.3179808008
3620,4287,148,droga dla rowerow,2,13.3483768017
3621,3763,1959,strefa ruchu uspokojonego 20 i 30 km/h,2,136.155068978
3622,4273,4288,strefa ruchu uspokojonego 20 i 30 km/h,2,83.9953617581
3623,2806,4289,strefa ruchu uspokojonego 20 i 30 km/h,2,115.417516545
3624,4290,2402,droga dla rowerow,2,59.4535347979
3625,4028,4291,droga dla pieszych i rowerow,2,8.66048016991
3626,4292,4289,mozliwosc przejazdu,2,13.3599081925
3627,4293,4294,droga dla pieszych i rowerow,2,256.423211617
3628,700,4215,droga dla pieszych i rowerow,2,84.4587594895
3629,4295,1591,droga dla pieszych i rowerow,2,62.006131036099994
3630,1825,1852,droga dla pieszych i rowerow,2,35.175027522600004
3631,3916,408,droga dla pieszych i rowerow,2,140.86520193
3632,4296,346,droga dla pieszych i rowerow,2,93.7735909994
3633,4297,4298,droga dla rowerow,1,38.7359299226
3634,1833,4299,droga dla pieszych i rowerow,2,54.0682092661
3635,3917,4300,droga dla pieszych i rowerow,2,217.14405651200002
3636,344,4301,droga dla pieszych i rowerow,2,86.9834236276
3637,1473,3300,droga dla pieszych i rowerow,2,99.85740549040001
3638,4302,4303,droga dla rowerow,2,275.675237235
3639,4304,4305,droga dla pieszych i rowerow,2,251.978339132
3640,4306,3068,droga dla pieszych i rowerow,2,3.9603639352999997
3641,4307,4308,droga dla pieszych i rowerow,2,79.2754275546
3642,4309,4310,lacznik drogowy,2,15.6735697265
3643,2512,4311,droga dla rowerow,2,29.328005120900002
3644,3771,448,pas ruchu dla rowerow,1,46.14724462229999
3645,1874,3772,pas BUS + ROWER,1,78.918980288
3646,4312,4313,strefa ruchu uspokojonego 20 i 30 km/h,2,365.486861033
3647,3660,4314,droga dla pieszych i rowerow,2,173.36741918799999
3648,4315,4316,droga dla pieszych i rowerow,2,181.065064466
3649,4317,4315,droga dla pieszych i rowerow,2,25.217488434299998
3650,4318,4319,lacznik drogowy,2,6.52481286475
3651,4320,4319,droga dla pieszych i rowerow,2,122.76687096200001
3652,4321,4320,droga dla pieszych i rowerow,2,238.343263711
3653,3824,4321,droga dla pieszych i rowerow,2,122.75773511700001
3654,4322,4323,lacznik drogowy,2,268.77773194900004
3655,2372,4322,lacznik drogowy,2,159.790374139
3656,4120,1011,droga dla pieszych i rowerow,2,35.2893328268
3657,2010,4324,lacznik drogowy,2,261.00958996099996
3658,4323,4325,lacznik drogowy,2,205.926487636
3659,4325,4326,lacznik drogowy,2,24.5450540843
3660,4326,4327,lacznik drogowy,2,62.1145156787
3661,4327,4328,lacznik drogowy,2,63.979346518999996
3662,4328,2010,lacznik drogowy,2,136.720887397
3663,4324,4329,lacznik drogowy,2,264.639943668
3664,4329,4330,lacznik drogowy,2,66.862434284
3665,3671,4331,lacznik drogowy,2,332.090317987
3666,4331,4332,lacznik drogowy,2,73.4935393759
3667,4333,3671,lacznik drogowy,2,220.587552938
3668,4334,3205,lacznik drogowy,2,253.78212525900003
3669,4335,4336,lacznik drogowy,2,173.254570894
3670,4336,4334,lacznik drogowy,2,209.80822138
3671,4337,4338,droga dla pieszych i rowerow,2,17.164733683199998
3672,3820,4339,droga dla pieszych i rowerow,2,254.089425924
3673,4340,783,droga dla pieszych i rowerow,2,312.891991852
3674,782,785,droga dla pieszych i rowerow,2,33.5882778393
3675,4341,789,droga dla pieszych i rowerow,2,61.3256580097
3676,4342,4343,droga dla pieszych i rowerow,2,264.13342358200003
3677,4344,4341,droga dla pieszych i rowerow,2,169.021979081
3678,4345,3938,droga dla pieszych i rowerow,2,20.782264071700002
3679,4346,2300,droga dla pieszych i rowerow,2,4.42098452497
3680,4347,4348,droga dla pieszych i rowerow,2,38.410569547399994
3681,4349,2157,lacznik drogowy,2,164.449557441
3682,2783,4349,lacznik drogowy,2,7.356379517260001
3683,1656,4350,lacznik drogowy,2,31.7725751537
3684,4351,4288,mozliwosc przejazdu,2,7.93150734791
3685,4288,1442,strefa ruchu uspokojonego 20 i 30 km/h,2,57.7661841399
3686,4351,4352,droga dla pieszych i rowerow,2,12.334109288099999
3687,1913,4353,droga dla pieszych i rowerow,2,273.125772248
3688,4354,4355,droga dla pieszych i rowerow,2,16.551321266600002
3689,4356,2908,droga dla pieszych i rowerow,2,403.450286125
3690,4357,4358,droga dla pieszych i rowerow,2,358.26560024699995
3691,4359,4360,kontraruch,2,98.2816505939
3692,4360,4361,kontraruch,2,115.67897560899999
3693,4362,4359,kontraruch,2,82.2410788639
3694,4363,4364,kontraruch,2,263.625497627
3695,4365,4366,kontraruch,2,98.3241692872
3696,4366,4367,kontraruch,2,103.080430182
3697,4368,4369,kontraruch,2,79.0877569617
3698,4370,4371,kontraruch,2,191.59117992900002
3699,4372,4373,kontraruch,2,286.26599548400003
3700,4373,428,kontraruch,2,186.78379123
3701,4374,4375,droga dla rowerow,2,216.414398611
3702,4376,2016,lacznik drogowy,1,25.012911890700003
3703,4376,3110,strefa ruchu uspokojonego 20 i 30 km/h,2,13.428772943599999
3704,4377,4378,droga dla pieszych i rowerow,2,253.468867841
3705,4379,4380,droga dla pieszych i rowerow,2,294.35200759400004
3706,4381,4377,droga dla pieszych i rowerow,2,126.12190439
3707,4382,2178,droga dla pieszych i rowerow,2,463.198689245
3708,4383,4384,droga dla pieszych i rowerow,2,204.35426308200002
3709,4385,4386,droga dla pieszych i rowerow,2,205.868019774
3710,4387,4388,droga dla pieszych i rowerow,2,48.980035951800005
3711,4389,4390,droga dla pieszych i rowerow,2,75.544789261
3712,4391,4392,strefa ruchu uspokojonego 20 i 30 km/h,2,78.226596767
3713,4393,4394,strefa ruchu uspokojonego 20 i 30 km/h,2,186.29183003
3714,4395,4396,strefa ruchu uspokojonego 20 i 30 km/h,2,50.8496591387
3715,4397,2797,strefa ruchu uspokojonego 20 i 30 km/h,2,104.224459199
3716,4398,4399,strefa ruchu uspokojonego 20 i 30 km/h,2,209.25956789900002
3717,4400,4401,strefa ruchu uspokojonego 20 i 30 km/h,2,555.678508089
3718,4402,4403,strefa ruchu uspokojonego 20 i 30 km/h,2,182.08377961099998
3719,1215,4404,lacznik drogowy,1,45.1426563929
3720,4405,4406,mozliwosc przejazdu,2,104.241305058
3721,4407,3792,strefa ruchu uspokojonego 20 i 30 km/h,1,265.354590905
3722,4408,4409,lacznik drogowy,1,114.687676591
3723,4409,4410,lacznik drogowy,1,147.624448555
3724,4410,4411,lacznik drogowy,1,17.7688690281
3725,4411,4412,lacznik drogowy,1,184.54606813400002
3726,4412,4413,lacznik drogowy,1,108.660737426
3727,4413,4293,lacznik drogowy,1,148.624594151
3728,4411,4414,lacznik drogowy,1,124.88037782
3729,4415,4416,lacznik drogowy,1,211.19448879900003
3730,1853,4417,strefa ruchu uspokojonego 20 i 30 km/h,2,167.180276982
3731,4417,2441,mozliwosc przejazdu,2,68.9458001124
3732,4418,4419,strefa ruchu uspokojonego 20 i 30 km/h,2,555.036220747
3733,4418,4420,lacznik drogowy,2,235.828056072
3734,4421,3937,strefa ruchu uspokojonego 20 i 30 km/h,2,215.25694292900002
3735,4053,4422,pas ruchu dla rowerow,1,119.045044144
3736,4423,4424,droga dla rowerow,1,154.91178880200002
3737,4422,4423,droga dla rowerow,1,13.6995638291
3738,4049,4425,droga dla pieszych i rowerow,2,247.540520806
3739,4218,4052,pas ruchu dla rowerow,1,10.8020233373
3740,2991,4426,strefa ruchu uspokojonego 20 i 30 km/h,2,133.431742489
3741,4427,4428,strefa ruchu uspokojonego 20 i 30 km/h,2,93.2279016381
3742,4429,4430,kontraruch,2,129.610813174
3743,953,4431,kontraruch,2,103.984925623
3744,4432,4433,kontraruch,2,104.801363315
3745,4433,4434,kontraruch,2,43.353108376899996
3746,4434,4435,kontraruch,2,56.2549698833
3747,4436,2281,kontraruch,2,56.6126577887
3748,4435,4437,kontraruch,2,62.971386942799995
3749,2281,1171,kontraruch,2,57.133125314
3750,4432,4438,kontraruch,2,90.5315092367
3751,4437,4436,kontraruch,2,56.6475322876
3752,4438,1811,kontraruch,2,62.0588304884
3753,4439,4440,strefa ruchu uspokojonego 20 i 30 km/h,2,150.301960622
3754,4441,3977,pas ruchu dla rowerow,1,145.233880303
3755,293,3982,droga dla rowerow,2,6.31875903578
3756,4442,4443,droga dla rowerow,1,15.213989132
3757,4444,4445,strefa ruchu uspokojonego 20 i 30 km/h,2,88.7007842307
3758,4446,4447,droga dla rowerow,2,16.2344209839
3759,4448,4449,strefa ruchu uspokojonego 20 i 30 km/h,2,76.3495745191
3760,4450,4451,droga dla pieszych i rowerow,2,228.010316943
3761,2250,4450,droga dla pieszych i rowerow,2,85.0291940712
3762,4451,4452,droga dla pieszych i rowerow,2,39.187875113800004
3763,4453,4454,droga dla pieszych i rowerow,2,113.061830499
3764,4455,4456,mozliwosc przejazdu,2,18.009797868099998
3765,4456,4453,droga dla pieszych i rowerow,2,234.311784362
3766,1733,4455,lacznik drogowy,2,10.927812086600001
3767,2758,4455,lacznik drogowy,2,109.40915377600001
3768,315,4457,lacznik drogowy,2,10.1513117064
3769,4457,4384,mozliwosc przejazdu,2,17.6340303496
3770,4384,4458,droga dla pieszych i rowerow,2,132.45592113200001
3771,4459,4460,lacznik drogowy,2,32.9157730897
3772,4460,4383,mozliwosc przejazdu,2,17.7886322917
3773,4461,4462,mozliwosc przejazdu,2,79.06887958739999
3774,4463,4464,lacznik drogowy,1,129.314862918
3775,4465,4466,lacznik drogowy,1,104.65577890700001
3776,4467,4468,pas ruchu dla rowerow,1,12.404427697400001
3777,4469,4470,lacznik drogowy,2,69.7239738282
3778,4466,4471,lacznik drogowy,1,72.8176056634
3779,4469,4467,pas ruchu dla rowerow,1,54.18526792189999
3780,4472,4469,lacznik drogowy,2,8.49680589987
3781,4470,4473,lacznik drogowy,1,116.399939141
3782,4446,4462,lacznik drogowy,1,62.0701109494
3783,4474,4462,lacznik drogowy,1,32.573570052
3784,4475,4476,pas ruchu dla rowerow,1,131.560753252
3785,4477,4478,strefa ruchu uspokojonego 20 i 30 km/h,2,130.831214613
3786,4479,1664,strefa ruchu uspokojonego 20 i 30 km/h,2,213.321922832
3787,4480,4481,strefa ruchu uspokojonego 20 i 30 km/h,2,69.6642150229
3788,4481,4482,strefa ruchu uspokojonego 20 i 30 km/h,2,55.9494692379
3789,4481,4483,strefa ruchu uspokojonego 20 i 30 km/h,2,67.37798179949999
3790,4484,4485,strefa ruchu uspokojonego 20 i 30 km/h,2,204.02448866400002
3791,3447,4486,strefa ruchu uspokojonego 20 i 30 km/h,2,58.604580343
3792,1570,3445,strefa ruchu uspokojonego 20 i 30 km/h,2,167.846538207
3793,1998,1996,pas ruchu dla rowerow,1,15.455007973699999
3794,1990,4487,lacznik drogowy,1,115.391506991
3795,4487,4488,pas ruchu dla rowerow,1,36.4609310755
3796,4488,4489,droga dla rowerow,1,75.7063041176
3797,4489,4490,droga dla rowerow,2,8.51632397517
3798,4490,4491,droga dla rowerow,1,18.751589786500002
3799,4491,3651,pas ruchu dla rowerow,1,278.551450199
3800,3651,1955,pas ruchu dla rowerow,1,151.414624718
3801,1955,1957,pas ruchu dla rowerow,1,32.071521342
3802,1724,4492,lacznik drogowy,1,46.268565233900006
3803,4493,4494,pas ruchu dla rowerow,1,75.7203042127
3804,2529,4495,pas ruchu dla rowerow,1,108.65830355799999
3805,4495,4496,pas BUS + ROWER,1,80.8751114741
3806,4497,1534,droga dla rowerow,2,8.03454381343
3807,4498,3116,droga dla rowerow,2,8.264691854510001
3808,4499,4498,droga dla rowerow,2,5.62695517398
3809,4133,4500,droga dla rowerow,2,5.6261143340699995
3810,4501,4502,droga dla rowerow,2,9.383768752549999
3811,4503,4504,droga dla rowerow,2,9.00401609049
3812,4504,4131,droga dla rowerow,2,7.49707892782
3813,4501,4500,droga dla rowerow,2,7.597224528080001
3814,4505,4506,strefa ruchu uspokojonego 20 i 30 km/h,2,72.5234845009
3815,4507,4508,strefa ruchu uspokojonego 20 i 30 km/h,2,103.57557065
3816,4509,4510,strefa ruchu uspokojonego 20 i 30 km/h,1,64.1281973972
3817,4511,4512,strefa ruchu uspokojonego 20 i 30 km/h,2,52.610878323
3818,4513,4514,strefa ruchu uspokojonego 20 i 30 km/h,2,62.5001491151
3819,4515,3537,strefa ruchu uspokojonego 20 i 30 km/h,2,68.894277805
3820,4516,4517,strefa ruchu uspokojonego 20 i 30 km/h,1,64.0010080387
3821,4518,4517,strefa ruchu uspokojonego 20 i 30 km/h,2,37.194561332199996
3822,4519,4515,strefa ruchu uspokojonego 20 i 30 km/h,2,30.0795320135
3823,4517,4520,strefa ruchu uspokojonego 20 i 30 km/h,2,37.5023603172
3824,4515,4521,strefa ruchu uspokojonego 20 i 30 km/h,2,49.901450748
3825,4508,4522,strefa ruchu uspokojonego 20 i 30 km/h,2,117.99100498899999
3826,4520,4514,strefa ruchu uspokojonego 20 i 30 km/h,2,36.472840651700004
3827,4520,4523,strefa ruchu uspokojonego 20 i 30 km/h,1,63.4520777542
3828,4512,4524,strefa ruchu uspokojonego 20 i 30 km/h,2,33.0426284945
3829,4518,4525,strefa ruchu uspokojonego 20 i 30 km/h,1,64.5321342591
3830,4512,4514,strefa ruchu uspokojonego 20 i 30 km/h,2,38.7011202347
3831,4526,4522,strefa ruchu uspokojonego 20 i 30 km/h,2,22.5986846077
3832,4150,4149,strefa ruchu uspokojonego 20 i 30 km/h,2,85.3555738898
3833,4527,1879,strefa ruchu uspokojonego 20 i 30 km/h,2,56.6322984938
3834,1164,2642,strefa ruchu uspokojonego 20 i 30 km/h,2,184.058866502
3835,1162,3628,strefa ruchu uspokojonego 20 i 30 km/h,2,96.6194452667
3836,4528,4529,strefa ruchu uspokojonego 20 i 30 km/h,2,228.69906270599998
3837,4530,588,strefa ruchu uspokojonego 20 i 30 km/h,2,87.9533596755
3838,4531,4530,strefa ruchu uspokojonego 20 i 30 km/h,2,85.8718086749
