id,v1,v2,type,direction,distance
10116,3672,8953,strefa ruchu uspokojonego 20 i 30 km/h,2,136.847106107
10117,7971,8939,strefa ruchu uspokojonego 20 i 30 km/h,2,472.237960967
10118,3672,7971,strefa ruchu uspokojonego 20 i 30 km/h,2,245.787360255
10119,4083,8396,strefa ruchu uspokojonego 20 i 30 km/h,2,412.24135654800006
10120,1412,4084,strefa ruchu uspokojonego 20 i 30 km/h,2,196.94014510099998
10121,8046,684,droga dla rowerow,2,34.038758258499996
10122,8760,8619,strefa ruchu uspokojonego 20 i 30 km/h,2,111.06764889
10123,8557,8954,strefa ruchu uspokojonego 20 i 30 km/h,2,393.273721555
10124,8955,677,strefa ruchu uspokojonego 20 i 30 km/h,2,6.117526230859999
10125,8954,8955,strefa ruchu uspokojonego 20 i 30 km/h,2,15.973095755
10126,8180,7992,strefa ruchu uspokojonego 20 i 30 km/h,2,124.363322936
10127,4822,6509,strefa ruchu uspokojonego 20 i 30 km/h,2,136.40836085799998
10128,8158,8956,strefa ruchu uspokojonego 20 i 30 km/h,2,80.55985991979999
10129,8957,8881,droga dla rowerow,2,37.1821163729
10130,8957,8881,droga dla rowerow,2,46.389248923500006
10131,5404,8957,droga dla rowerow,2,32.31874146
10132,8958,8959,strefa ruchu uspokojonego 20 i 30 km/h,2,39.0689784454
10133,4947,8958,strefa ruchu uspokojonego 20 i 30 km/h,2,83.3312274629
10134,5235,8959,strefa ruchu uspokojonego 20 i 30 km/h,2,118.85748658799999
10135,3184,3669,strefa ruchu uspokojonego 20 i 30 km/h,2,88.408934517
10136,3669,4947,strefa ruchu uspokojonego 20 i 30 km/h,2,84.437374421
10137,4808,8960,strefa ruchu uspokojonego 20 i 30 km/h,2,136.673085233
10138,8472,8691,strefa ruchu uspokojonego 20 i 30 km/h,2,64.75007076029999
10139,3267,3341,strefa ruchu uspokojonego 20 i 30 km/h,2,35.506987067800004
10140,2701,3267,strefa ruchu uspokojonego 20 i 30 km/h,2,4.230929742980001
10141,8950,8949,strefa ruchu uspokojonego 20 i 30 km/h,2,43.53725949020001
10142,8950,8948,strefa ruchu uspokojonego 20 i 30 km/h,2,69.0319696113
10143,8951,6744,strefa ruchu uspokojonego 20 i 30 km/h,2,28.5980347915
10144,2592,8961,strefa ruchu uspokojonego 20 i 30 km/h,2,80.5941812044
10145,8381,8962,strefa ruchu uspokojonego 20 i 30 km/h,2,58.447369791499995
10146,4018,8003,strefa ruchu uspokojonego 20 i 30 km/h,2,91.37206283489999
10147,8961,8381,strefa ruchu uspokojonego 20 i 30 km/h,2,102.28692614799999
10148,8003,1891,strefa ruchu uspokojonego 20 i 30 km/h,2,56.091448798
10149,8963,8964,strefa ruchu uspokojonego 20 i 30 km/h,2,38.6817621967
10150,8964,4018,strefa ruchu uspokojonego 20 i 30 km/h,2,129.992795874
10151,8965,8891,strefa ruchu uspokojonego 20 i 30 km/h,2,236.05671012
10152,2168,6181,strefa ruchu uspokojonego 20 i 30 km/h,2,213.90200489900002
10153,8966,8967,strefa ruchu uspokojonego 20 i 30 km/h,2,153.737508153
10154,4995,8968,strefa ruchu uspokojonego 20 i 30 km/h,2,228.792396907
10155,6180,8969,strefa ruchu uspokojonego 20 i 30 km/h,2,111.517190419
10156,4855,8223,strefa ruchu uspokojonego 20 i 30 km/h,2,121.923809525
10157,7083,7810,strefa ruchu uspokojonego 20 i 30 km/h,2,142.627383241
10158,7810,8970,strefa ruchu uspokojonego 20 i 30 km/h,2,54.0174165213
10159,8970,7782,strefa ruchu uspokojonego 20 i 30 km/h,2,161.515052366
10160,6437,7782,strefa ruchu uspokojonego 20 i 30 km/h,2,12.2950297682
10161,5843,7877,strefa ruchu uspokojonego 20 i 30 km/h,2,84.8638903906
10162,3361,8278,strefa ruchu uspokojonego 20 i 30 km/h,2,19.1455823623
10163,8688,3361,strefa ruchu uspokojonego 20 i 30 km/h,2,153.434766082
10164,8278,7326,strefa ruchu uspokojonego 20 i 30 km/h,2,264.96828541400004
10165,6794,6765,strefa ruchu uspokojonego 20 i 30 km/h,2,36.0295034304
10166,3346,8971,strefa ruchu uspokojonego 20 i 30 km/h,1,210.28302583400003
10167,3413,8972,strefa ruchu uspokojonego 20 i 30 km/h,2,5.24473662351
10168,3413,2835,strefa ruchu uspokojonego 20 i 30 km/h,2,51.0450113605
10169,8972,4223,strefa ruchu uspokojonego 20 i 30 km/h,2,25.6386355544
10170,5612,8973,strefa ruchu uspokojonego 20 i 30 km/h,2,40.614890036
10171,8974,2835,strefa ruchu uspokojonego 20 i 30 km/h,2,17.1512218045
10172,5612,8974,strefa ruchu uspokojonego 20 i 30 km/h,2,72.7300337428
10173,8975,7507,strefa ruchu uspokojonego 20 i 30 km/h,2,14.975354291199999
10174,8976,8977,strefa ruchu uspokojonego 20 i 30 km/h,2,29.0394219123
10175,7468,8978,strefa ruchu uspokojonego 20 i 30 km/h,2,47.7734493662
10176,8895,3035,trasa na walach,2,116.12169197899999
10177,8979,8615,strefa ruchu uspokojonego 20 i 30 km/h,2,196.150941917
10178,7826,8979,strefa ruchu uspokojonego 20 i 30 km/h,2,50.661519195
10179,8980,8615,strefa ruchu uspokojonego 20 i 30 km/h,2,187.58591089900003
10180,8615,8981,strefa ruchu uspokojonego 20 i 30 km/h,2,73.2978922593
10181,6622,8982,droga dla rowerow,2,17.7102846607
10182,8982,5023,droga dla rowerow,2,13.269623214700001
10183,8583,8983,strefa ruchu uspokojonego 20 i 30 km/h,2,203.36731123799998
10184,4449,1207,strefa ruchu uspokojonego 20 i 30 km/h,2,111.150884226
10185,8984,8985,strefa ruchu uspokojonego 20 i 30 km/h,2,30.7540738133
10186,6676,8195,strefa ruchu uspokojonego 20 i 30 km/h,2,42.514736932800005
10187,8986,8752,strefa ruchu uspokojonego 20 i 30 km/h,2,9.10071783508
10188,8192,8193,strefa ruchu uspokojonego 20 i 30 km/h,2,9.06274804149
10189,8017,8987,droga dla rowerow,2,69.9086805941
10190,8987,3212,droga dla rowerow,2,5.28961647948
10191,3213,8988,droga dla rowerow,2,71.8815760147
10192,8988,3214,droga dla rowerow,2,5.2606449386000005
10193,3215,3216,droga dla rowerow,2,75.373285047
10194,3217,8989,droga dla rowerow,2,4.83242526481
10195,8989,3887,droga dla rowerow,2,75.16208943720001
10196,3884,8672,strefa ruchu uspokojonego 20 i 30 km/h,2,78.6962384407
10197,8990,7432,droga dla rowerow,2,250.873550317
10198,7431,8991,droga dla rowerow,2,5.78381168435
10199,8991,8992,droga dla rowerow,2,145.060488816
10200,8992,4997,droga dla rowerow,2,3.6740183791
10201,8581,2266,strefa ruchu uspokojonego 20 i 30 km/h,2,107.304908037
10202,1696,4150,strefa ruchu uspokojonego 20 i 30 km/h,2,133.939808799
10203,8947,8993,strefa ruchu uspokojonego 20 i 30 km/h,2,197.238831612
10204,8993,1889,strefa ruchu uspokojonego 20 i 30 km/h,2,150.328389934
10205,8993,8994,strefa ruchu uspokojonego 20 i 30 km/h,2,156.375879352
10206,381,1612,strefa ruchu uspokojonego 20 i 30 km/h,2,315.26273528400003
10207,1128,481,strefa ruchu uspokojonego 20 i 30 km/h,2,167.675631775
10208,8995,3986,strefa ruchu uspokojonego 20 i 30 km/h,2,218.766520223
10209,481,8995,strefa ruchu uspokojonego 20 i 30 km/h,2,158.917220869
10210,8479,1128,strefa ruchu uspokojonego 20 i 30 km/h,2,312.233410459
10211,8335,8996,strefa ruchu uspokojonego 20 i 30 km/h,2,68.3028430116
10212,8997,8998,strefa ruchu uspokojonego 20 i 30 km/h,2,68.3999111977
10213,8998,302,strefa ruchu uspokojonego 20 i 30 km/h,2,49.8527767622
10214,6795,8109,strefa ruchu uspokojonego 20 i 30 km/h,2,98.77910108270001
10215,8109,2357,strefa ruchu uspokojonego 20 i 30 km/h,2,228.543590174
10216,8334,8999,strefa ruchu uspokojonego 20 i 30 km/h,2,41.0729398999
10217,8998,9000,strefa ruchu uspokojonego 20 i 30 km/h,2,53.6998731149
10218,6220,8990,droga dla rowerow,2,5.99542197431
10219,9001,4391,strefa ruchu uspokojonego 20 i 30 km/h,2,181.361465575
10220,8922,1461,strefa ruchu uspokojonego 20 i 30 km/h,2,84.3925697624
10221,1461,2774,strefa ruchu uspokojonego 20 i 30 km/h,2,234.06026700700002
10222,2774,5709,strefa ruchu uspokojonego 20 i 30 km/h,2,93.090468854
10223,5709,7802,strefa ruchu uspokojonego 20 i 30 km/h,2,199.011131038
10224,7802,2799,strefa ruchu uspokojonego 20 i 30 km/h,2,189.7757682
10225,3338,206,strefa ruchu uspokojonego 20 i 30 km/h,2,155.58469416399998
10226,9002,3338,strefa ruchu uspokojonego 20 i 30 km/h,2,37.7631431873
10227,3860,9002,strefa ruchu uspokojonego 20 i 30 km/h,2,14.1220026549
10228,3860,9003,strefa ruchu uspokojonego 20 i 30 km/h,2,368.14211891800005
10229,9004,9005,strefa ruchu uspokojonego 20 i 30 km/h,2,21.707597581599998
10230,9005,2522,strefa ruchu uspokojonego 20 i 30 km/h,2,74.398261509
10231,2522,9004,strefa ruchu uspokojonego 20 i 30 km/h,2,148.303912172
10232,9006,9007,strefa ruchu uspokojonego 20 i 30 km/h,2,107.87294690799999
10233,3033,6192,pas ruchu dla rowerow,1,92.4934791504
10234,55,31,strefa ruchu uspokojonego 20 i 30 km/h,2,173.872488703
10235,3022,9008,strefa ruchu uspokojonego 20 i 30 km/h,2,100.931220945
10236,9008,4142,strefa ruchu uspokojonego 20 i 30 km/h,2,43.6435467851
10237,6789,8592,strefa ruchu uspokojonego 20 i 30 km/h,2,104.592960269
10238,6184,9009,strefa ruchu uspokojonego 20 i 30 km/h,2,187.984716622
10239,4325,4328,strefa ruchu uspokojonego 20 i 30 km/h,2,398.062746996
10240,4327,9010,strefa ruchu uspokojonego 20 i 30 km/h,2,84.2010949323
10241,8937,8934,strefa ruchu uspokojonego 20 i 30 km/h,2,59.963718713199995
10242,9011,8938,strefa ruchu uspokojonego 20 i 30 km/h,2,345.537200294
10243,9011,8935,strefa ruchu uspokojonego 20 i 30 km/h,2,57.114490957600005
10244,9012,9011,strefa ruchu uspokojonego 20 i 30 km/h,2,51.2189160883
10245,9013,9012,strefa ruchu uspokojonego 20 i 30 km/h,2,19.663963992
10246,1149,9012,strefa ruchu uspokojonego 20 i 30 km/h,2,33.5220257885
10247,9014,9015,strefa ruchu uspokojonego 20 i 30 km/h,2,119.92009615100001
10248,8139,9016,strefa ruchu uspokojonego 20 i 30 km/h,2,124.282442895
10249,9014,8139,strefa ruchu uspokojonego 20 i 30 km/h,2,96.2046069425
10250,9017,9014,strefa ruchu uspokojonego 20 i 30 km/h,2,67.3333800267
10251,613,9017,strefa ruchu uspokojonego 20 i 30 km/h,2,149.678578055
10252,6728,613,strefa ruchu uspokojonego 20 i 30 km/h,2,21.969859428400003
10253,9018,6728,strefa ruchu uspokojonego 20 i 30 km/h,2,65.2806003182
10254,5583,9018,strefa ruchu uspokojonego 20 i 30 km/h,2,65.5737601923
10255,9019,5583,strefa ruchu uspokojonego 20 i 30 km/h,2,59.967615074399994
10256,379,1609,strefa ruchu uspokojonego 20 i 30 km/h,2,293.840639083
10257,8369,8370,strefa ruchu uspokojonego 20 i 30 km/h,2,51.0680602438
10258,8364,8369,strefa ruchu uspokojonego 20 i 30 km/h,2,54.4273157265
10259,8370,7308,strefa ruchu uspokojonego 20 i 30 km/h,2,159.54198878
10260,2170,1075,strefa ruchu uspokojonego 20 i 30 km/h,2,75.1779590676
10261,4154,8246,strefa ruchu uspokojonego 20 i 30 km/h,2,53.3592379594
10262,563,2170,strefa ruchu uspokojonego 20 i 30 km/h,2,37.0743209718
10263,8654,5934,strefa ruchu uspokojonego 20 i 30 km/h,2,30.819533221
10264,2614,2431,strefa ruchu uspokojonego 20 i 30 km/h,2,93.7160221655
10265,4440,2614,strefa ruchu uspokojonego 20 i 30 km/h,2,118.356284762
10266,53,29,strefa ruchu uspokojonego 20 i 30 km/h,2,173.143764115
10267,9020,29,strefa ruchu uspokojonego 20 i 30 km/h,2,176.26478195
10268,7121,9020,strefa ruchu uspokojonego 20 i 30 km/h,2,16.5358449624
10269,8801,594,strefa ruchu uspokojonego 20 i 30 km/h,2,146.47296694
10270,7434,7436,strefa ruchu uspokojonego 20 i 30 km/h,2,185.584236077
10271,2015,1219,strefa ruchu uspokojonego 20 i 30 km/h,2,99.1742495492
10272,1849,9021,strefa ruchu uspokojonego 20 i 30 km/h,2,149.600989139
10273,3924,7703,strefa ruchu uspokojonego 20 i 30 km/h,2,361.570038048
10274,4265,1708,strefa ruchu uspokojonego 20 i 30 km/h,2,57.018855557799995
10275,3640,4265,strefa ruchu uspokojonego 20 i 30 km/h,2,139.190052766
10276,9022,1708,strefa ruchu uspokojonego 20 i 30 km/h,2,226.514095901
10277,5397,9023,strefa ruchu uspokojonego 20 i 30 km/h,2,9.88329177559
10278,9023,9024,strefa ruchu uspokojonego 20 i 30 km/h,2,395.835540078
10279,3580,9025,strefa ruchu uspokojonego 20 i 30 km/h,2,247.97518773
10280,732,8222,strefa ruchu uspokojonego 20 i 30 km/h,2,163.75523079299998
10281,732,8219,strefa ruchu uspokojonego 20 i 30 km/h,1,237.755247862
10282,8738,8739,strefa ruchu uspokojonego 20 i 30 km/h,2,52.70602636939999
10283,4146,8734,strefa ruchu uspokojonego 20 i 30 km/h,2,43.610642573199996
10284,464,2165,strefa ruchu uspokojonego 20 i 30 km/h,2,186.81439506700002
10285,8959,325,strefa ruchu uspokojonego 20 i 30 km/h,2,127.537561842
10286,8956,9026,strefa ruchu uspokojonego 20 i 30 km/h,2,35.6627686678
10287,9027,8956,strefa ruchu uspokojonego 20 i 30 km/h,2,80.5450885245
10288,9028,9027,strefa ruchu uspokojonego 20 i 30 km/h,2,33.4866867244
10289,4248,9027,strefa ruchu uspokojonego 20 i 30 km/h,2,62.8374096535
10290,8635,9029,strefa ruchu uspokojonego 20 i 30 km/h,2,102.36101203700001
10291,8855,9030,strefa ruchu uspokojonego 20 i 30 km/h,2,37.6294995653
10292,9030,9031,strefa ruchu uspokojonego 20 i 30 km/h,2,21.073452256099998
10293,9031,7785,strefa ruchu uspokojonego 20 i 30 km/h,2,94.28818877040001
10294,7785,9032,strefa ruchu uspokojonego 20 i 30 km/h,2,15.129244032699999
10295,9032,9033,strefa ruchu uspokojonego 20 i 30 km/h,2,24.976863510300003
10296,9033,2806,strefa ruchu uspokojonego 20 i 30 km/h,2,116.40875019100001
10297,7956,9034,droga dla rowerow,2,151.70517439399998
10298,9034,9035,droga dla rowerow,2,4.71674715503
10299,9035,4672,droga dla rowerow,2,23.261317035100003
10300,4672,9036,droga dla rowerow,2,140.484579413
10301,9037,8255,strefa ruchu uspokojonego 20 i 30 km/h,2,93.1268395918
10302,2772,9038,strefa ruchu uspokojonego 20 i 30 km/h,2,113.58028428700001
10303,9039,2352,strefa ruchu uspokojonego 20 i 30 km/h,2,92.1811347845
10304,4082,1910,strefa ruchu uspokojonego 20 i 30 km/h,2,276.461549304
10305,8416,9040,strefa ruchu uspokojonego 20 i 30 km/h,2,65.0155878865
10306,9040,9041,strefa ruchu uspokojonego 20 i 30 km/h,2,55.98746502109999
10307,9040,9042,strefa ruchu uspokojonego 20 i 30 km/h,2,20.155677373699998
10308,8698,7959,strefa ruchu uspokojonego 20 i 30 km/h,2,273.654175528
10309,5256,8914,strefa ruchu uspokojonego 20 i 30 km/h,2,288.813046312
10310,9043,8914,strefa ruchu uspokojonego 20 i 30 km/h,2,284.66660537900003
10311,1999,6687,trasa na walach,2,1093.31268889
10312,9044,5373,strefa ruchu uspokojonego 20 i 30 km/h,2,130.999967759
10313,2602,9045,strefa ruchu uspokojonego 20 i 30 km/h,2,121.28400908799999
10314,5373,9046,strefa ruchu uspokojonego 20 i 30 km/h,2,98.24182140069999
10315,9046,2602,strefa ruchu uspokojonego 20 i 30 km/h,2,153.641677721
10316,2305,9045,strefa ruchu uspokojonego 20 i 30 km/h,2,184.76468245200002
10317,901,9047,strefa ruchu uspokojonego 20 i 30 km/h,2,60.977821374899996
10318,9047,9048,strefa ruchu uspokojonego 20 i 30 km/h,2,65.95480934220001
10319,8643,6506,strefa ruchu uspokojonego 20 i 30 km/h,2,65.3647327807
10320,6506,2787,strefa ruchu uspokojonego 20 i 30 km/h,2,59.003608055200004
10321,9049,8643,strefa ruchu uspokojonego 20 i 30 km/h,2,59.9222013221
10322,7849,424,strefa ruchu uspokojonego 20 i 30 km/h,2,358.982865895
10323,9050,9051,strefa ruchu uspokojonego 20 i 30 km/h,2,44.2819790779
10324,9051,3387,strefa ruchu uspokojonego 20 i 30 km/h,2,86.6404187594
10325,6163,9052,strefa ruchu uspokojonego 20 i 30 km/h,2,40.2865966431
10326,6502,5263,strefa ruchu uspokojonego 20 i 30 km/h,2,70.50602640560001
10327,9053,6502,strefa ruchu uspokojonego 20 i 30 km/h,2,58.4148520585
10328,5263,1169,strefa ruchu uspokojonego 20 i 30 km/h,2,66.42965900979999
10329,6279,8244,strefa ruchu uspokojonego 20 i 30 km/h,2,64.2970255444
10330,9054,9053,strefa ruchu uspokojonego 20 i 30 km/h,2,46.934671941800005
10331,8973,9055,strefa ruchu uspokojonego 20 i 30 km/h,2,158.245799404
10332,8974,588,strefa ruchu uspokojonego 20 i 30 km/h,2,77.4115835722
10333,9056,8973,strefa ruchu uspokojonego 20 i 30 km/h,2,57.7748577324
10334,3436,1768,strefa ruchu uspokojonego 20 i 30 km/h,2,190.988320243
10335,9057,5624,strefa ruchu uspokojonego 20 i 30 km/h,2,112.27349350200001
10336,5624,7642,strefa ruchu uspokojonego 20 i 30 km/h,1,62.037412135100006
10337,7642,9058,strefa ruchu uspokojonego 20 i 30 km/h,2,25.900992297600002
10338,7946,7061,strefa ruchu uspokojonego 20 i 30 km/h,2,118.054582614
10339,6261,2589,strefa ruchu uspokojonego 20 i 30 km/h,2,58.813371248100005
10340,6259,5454,strefa ruchu uspokojonego 20 i 30 km/h,2,115.668556199
10341,6305,9059,strefa ruchu uspokojonego 20 i 30 km/h,2,26.107943429899997
10342,9059,9060,strefa ruchu uspokojonego 20 i 30 km/h,2,79.8880016341
10343,6022,6025,strefa ruchu uspokojonego 20 i 30 km/h,2,50.8942538992
10344,9061,9062,strefa ruchu uspokojonego 20 i 30 km/h,2,42.2365538627
10345,9062,869,strefa ruchu uspokojonego 20 i 30 km/h,2,48.612918722799996
10346,7455,4937,strefa ruchu uspokojonego 20 i 30 km/h,2,63.414811667399995
10347,4937,6025,strefa ruchu uspokojonego 20 i 30 km/h,2,77.1179392804
10348,4899,9061,strefa ruchu uspokojonego 20 i 30 km/h,2,5.875985449269999
10349,869,7455,strefa ruchu uspokojonego 20 i 30 km/h,2,68.628950058
10350,8318,6780,strefa ruchu uspokojonego 20 i 30 km/h,2,138.415050808
10351,9063,6800,strefa ruchu uspokojonego 20 i 30 km/h,2,118.050081535
10352,9064,3020,strefa ruchu uspokojonego 20 i 30 km/h,2,68.8031410379
10353,4141,9064,strefa ruchu uspokojonego 20 i 30 km/h,2,158.587630396
10354,8672,8237,strefa ruchu uspokojonego 20 i 30 km/h,2,9.897355892150001
10355,8592,5082,strefa ruchu uspokojonego 20 i 30 km/h,2,88.2365342508
10356,8693,986,strefa ruchu uspokojonego 20 i 30 km/h,2,334.277375058
10357,8693,985,strefa ruchu uspokojonego 20 i 30 km/h,2,383.190081197
10358,3729,6679,strefa ruchu uspokojonego 20 i 30 km/h,2,3.3331646254000002
10359,9065,1879,strefa ruchu uspokojonego 20 i 30 km/h,2,123.340942606
10360,9066,9065,strefa ruchu uspokojonego 20 i 30 km/h,2,115.61562139899999
10361,9065,9067,strefa ruchu uspokojonego 20 i 30 km/h,2,101.481612993
10362,7572,5977,droga dla rowerow,2,77.8014886004
10363,5977,8067,droga dla rowerow,2,32.9153642162
10364,5977,9068,droga dla rowerow,2,52.396873448
10365,9068,9069,droga dla rowerow,2,62.561722378
10366,9068,9069,droga dla rowerow,2,63.215757486099996
10367,7832,9069,droga dla rowerow,2,241.08607473400002
10368,9070,5430,droga dla rowerow,2,98.8342571828
10369,3492,4889,droga dla rowerow,2,18.7343359576
10370,3703,9071,droga dla rowerow,2,32.9797720356
10371,9071,3704,droga dla rowerow,2,6.23401006255
10372,3705,9072,pas ruchu dla rowerow,1,253.562821658
10373,9072,4340,pas ruchu dla rowerow,1,8.97183810487
10374,780,517,droga dla rowerow,2,35.01061096
10375,518,1886,pas ruchu dla rowerow,1,183.830039005
10376,7291,9073,droga dla rowerow,2,8.0647588693
10377,9001,4391,strefa ruchu uspokojonego 20 i 30 km/h,2,226.86111408099998
10378,394,3255,pas ruchu dla rowerow,1,56.7822614413
10379,394,1593,pas ruchu dla rowerow,2,14.651710435899998
10380,3427,4295,droga dla rowerow,1,13.6804329967
10381,9074,9075,strefa ruchu uspokojonego 20 i 30 km/h,2,169.844708612
10382,9074,9076,strefa ruchu uspokojonego 20 i 30 km/h,2,33.3272827009
10383,8907,1093,strefa ruchu uspokojonego 20 i 30 km/h,2,44.087089254700004
10384,9075,9077,strefa ruchu uspokojonego 20 i 30 km/h,2,251.512733042
10385,3450,601,strefa ruchu uspokojonego 20 i 30 km/h,2,277.994225039
10386,5699,7084,strefa ruchu uspokojonego 20 i 30 km/h,2,103.04966957200001
10387,8813,7084,strefa ruchu uspokojonego 20 i 30 km/h,2,118.56291724
10388,5699,8535,strefa ruchu uspokojonego 20 i 30 km/h,2,94.5273479766
10389,8535,9046,strefa ruchu uspokojonego 20 i 30 km/h,2,111.971501174
10390,3560,9078,strefa ruchu uspokojonego 20 i 30 km/h,2,105.24003564
10391,9046,3560,strefa ruchu uspokojonego 20 i 30 km/h,2,110.22358811299999
10392,4148,9079,strefa ruchu uspokojonego 20 i 30 km/h,2,219.16818154
10393,8606,3926,strefa ruchu uspokojonego 20 i 30 km/h,2,135.903444135
10394,8606,2542,strefa ruchu uspokojonego 20 i 30 km/h,2,183.833415763
10395,1459,4395,strefa ruchu uspokojonego 20 i 30 km/h,2,378.360577668
10396,6584,7275,strefa ruchu uspokojonego 20 i 30 km/h,2,71.78758418
10397,9080,9081,strefa ruchu uspokojonego 20 i 30 km/h,2,61.6214563945
10398,9080,2369,strefa ruchu uspokojonego 20 i 30 km/h,2,154.731019703
10399,7709,9082,strefa ruchu uspokojonego 20 i 30 km/h,2,58.737068195
10400,9082,9083,strefa ruchu uspokojonego 20 i 30 km/h,2,13.270124340699999
10401,9084,7709,strefa ruchu uspokojonego 20 i 30 km/h,2,55.019674048599995
10402,9083,1654,strefa ruchu uspokojonego 20 i 30 km/h,2,64.3056567621
10403,6446,9085,strefa ruchu uspokojonego 20 i 30 km/h,2,78.05168190239999
10404,9085,9084,strefa ruchu uspokojonego 20 i 30 km/h,2,49.4064367418
10405,9085,9086,strefa ruchu uspokojonego 20 i 30 km/h,2,51.8755684412
10406,9084,9087,strefa ruchu uspokojonego 20 i 30 km/h,2,55.8523474833
10407,4255,6974,strefa ruchu uspokojonego 20 i 30 km/h,2,115.83664333899999
10408,9088,9089,strefa ruchu uspokojonego 20 i 30 km/h,2,25.447054471999998
10409,7270,6023,strefa ruchu uspokojonego 20 i 30 km/h,2,159.57420580299998
10410,6974,9088,strefa ruchu uspokojonego 20 i 30 km/h,2,141.01338444799998
10411,8288,9090,strefa ruchu uspokojonego 20 i 30 km/h,2,64.9217570139
10412,336,8622,strefa ruchu uspokojonego 20 i 30 km/h,2,97.9665833999
10413,8622,9025,strefa ruchu uspokojonego 20 i 30 km/h,2,28.5845261054
10414,9025,8206,strefa ruchu uspokojonego 20 i 30 km/h,2,95.3466056122
10415,8091,8087,strefa ruchu uspokojonego 20 i 30 km/h,2,111.102521576
10416,8089,1919,strefa ruchu uspokojonego 20 i 30 km/h,2,139.173199969
10417,8087,8089,strefa ruchu uspokojonego 20 i 30 km/h,2,71.6319001822
10418,5285,9091,strefa ruchu uspokojonego 20 i 30 km/h,2,16.6778375316
10419,9092,9091,strefa ruchu uspokojonego 20 i 30 km/h,2,190.527475977
10420,5283,9092,strefa ruchu uspokojonego 20 i 30 km/h,2,28.8781265267
10421,8652,2393,strefa ruchu uspokojonego 20 i 30 km/h,2,74.18865406329999
10422,8838,8841,strefa ruchu uspokojonego 20 i 30 km/h,2,69.5704362221
10423,9093,2104,strefa ruchu uspokojonego 20 i 30 km/h,2,146.434249999
10424,2487,8658,strefa ruchu uspokojonego 20 i 30 km/h,2,18.2919165524
10425,2521,8663,strefa ruchu uspokojonego 20 i 30 km/h,2,65.4538325618
10426,8658,8652,strefa ruchu uspokojonego 20 i 30 km/h,2,104.74419663299999
10427,9094,8926,strefa ruchu uspokojonego 20 i 30 km/h,2,76.3290886843
10428,8924,9094,strefa ruchu uspokojonego 20 i 30 km/h,2,89.5352777463
10429,9095,9094,strefa ruchu uspokojonego 20 i 30 km/h,2,36.9902703242
10430,9096,9095,strefa ruchu uspokojonego 20 i 30 km/h,2,159.827937345
10431,9096,5932,strefa ruchu uspokojonego 20 i 30 km/h,2,15.4347293355
10432,5933,9095,strefa ruchu uspokojonego 20 i 30 km/h,2,40.6582249244
10433,8842,9096,strefa ruchu uspokojonego 20 i 30 km/h,2,104.484659371
10434,8842,5931,strefa ruchu uspokojonego 20 i 30 km/h,2,14.8013311442
10435,2388,9097,strefa ruchu uspokojonego 20 i 30 km/h,2,143.464921609
10436,9098,5932,strefa ruchu uspokojonego 20 i 30 km/h,2,135.820773984
10437,2390,9098,strefa ruchu uspokojonego 20 i 30 km/h,2,132.327214759
10438,9097,9098,strefa ruchu uspokojonego 20 i 30 km/h,2,52.994129033
10439,9097,5933,strefa ruchu uspokojonego 20 i 30 km/h,2,19.2903350834
10440,2394,2392,strefa ruchu uspokojonego 20 i 30 km/h,2,167.043085427
10441,2759,9099,strefa ruchu uspokojonego 20 i 30 km/h,2,131.179563289
10442,9099,3607,strefa ruchu uspokojonego 20 i 30 km/h,2,9.311647066239999
10443,7253,9100,strefa ruchu uspokojonego 20 i 30 km/h,2,179.97367092599998
10444,9101,9100,strefa ruchu uspokojonego 20 i 30 km/h,2,21.6581869971
10445,7253,7499,strefa ruchu uspokojonego 20 i 30 km/h,2,144.598155056
10446,9101,9102,strefa ruchu uspokojonego 20 i 30 km/h,2,176.84206964900002
10447,9102,7874,strefa ruchu uspokojonego 20 i 30 km/h,2,208.03586158599998
10448,2691,8382,strefa ruchu uspokojonego 20 i 30 km/h,2,40.7836628733
10449,9103,2691,strefa ruchu uspokojonego 20 i 30 km/h,2,105.464863985
10450,9104,9105,strefa ruchu uspokojonego 20 i 30 km/h,2,79.4943944804
10451,9106,8813,strefa ruchu uspokojonego 20 i 30 km/h,2,47.1870337518
10452,9107,9106,strefa ruchu uspokojonego 20 i 30 km/h,2,167.51135776200002
10453,9105,9107,strefa ruchu uspokojonego 20 i 30 km/h,2,153.785796754
10454,7651,487,kontraruch,2,87.7189410051
10455,9108,487,kontraruch,2,91.573734093
10456,3391,9109,kontraruch,2,9.990657103060002
10457,350,3390,kontraruch,2,81.83690830229999
10458,9109,629,kontraruch,2,47.1114504825
10459,7983,2090,strefa ruchu uspokojonego 20 i 30 km/h,2,143.10371539
10460,3360,3359,strefa ruchu uspokojonego 20 i 30 km/h,2,156.489211814
10461,2179,5905,strefa ruchu uspokojonego 20 i 30 km/h,2,28.496856629499998
10462,9110,2179,strefa ruchu uspokojonego 20 i 30 km/h,2,8.88996091105
10463,3358,3359,strefa ruchu uspokojonego 20 i 30 km/h,2,16.337487111199998
10464,4364,2430,strefa ruchu uspokojonego 20 i 30 km/h,2,120.00266422799999
10465,3125,996,strefa ruchu uspokojonego 20 i 30 km/h,2,113.63112556
10466,5602,4104,strefa ruchu uspokojonego 20 i 30 km/h,2,170.586416163
