TYP;KIERUNEK;SHAPE_LEN;vertex_pos;vertex_index;vertex_part;vertex_part_index;distance;angle;xcoord;ycoord;
strefa ruchu uspokojonego 20 i 30 km/h;2;89.2274214745;-1;5;0;5;89.22742147352743;196.15607938629293;16.9901563478907;51.08374190892824;
strefa ruchu uspokojonego 20 i 30 km/h;2;323.801636892;0;0;0;0;0;209.74664875647025;17.123502114320214;51.14168038209059;
strefa ruchu uspokojonego 20 i 30 km/h;2;323.801636892;-1;15;0;15;323.80163689304646;211.42495786858248;17.121181356364136;51.13921682417722;
strefa ruchu uspokojonego 20 i 30 km/h;2;225.140037684;0;0;0;0;0;20.26640238160945;17.050321331412768;51.10697551987799;
strefa ruchu uspokojonego 20 i 30 km/h;2;225.140037684;-1;7;0;7;225.14003768344736;11.464771093263414;17.051183840098368;51.10892030336151;
strefa ruchu uspokojonego 20 i 30 km/h;2;150.190784357;0;0;0;0;0;21.965992204828915;17.049530249078526;51.10572081030123;
strefa ruchu uspokojonego 20 i 30 km/h;2;150.190784357;-1;4;0;4;150.19078435803365;21.06636947909902;17.050321331412768;51.10697551987799;
strefa ruchu uspokojonego 20 i 30 km/h;2;879.615418966;0;0;0;0;0;29.107831094727587;16.945680289114662;51.13836699473141;
strefa ruchu uspokojonego 20 i 30 km/h;2;879.615418966;-1;57;0;57;879.6154189651911;116.46538544272175;16.954296603694658;51.14135888598188;
strefa ruchu uspokojonego 20 i 30 km/h;2;199.231559968;0;0;0;0;0;115.39159732005544;16.954296603694658;51.14135888598188;
strefa ruchu uspokojonego 20 i 30 km/h;2;199.231559968;-1;14;0;14;199.2315599672985;58.48488623830537;16.956104117729193;51.14224134311017;
strefa ruchu uspokojonego 20 i 30 km/h;2;54.5148018857;0;0;0;0;0;206.49224845749072;16.954296603694658;51.14135888598188;
strefa ruchu uspokojonego 20 i 30 km/h;2;54.5148018857;-1;3;0;3;54.5148018849663;209.57814769359047;16.95393515646589;51.140924993329314;
strefa ruchu uspokojonego 20 i 30 km/h;2;144.341461979;0;0;0;0;0;16.756272237533715;16.949310955982092;51.10269307179137;
strefa ruchu uspokojonego 20 i 30 km/h;2;144.341461979;-1;7;0;7;144.34146197879193;278.9885369472501;16.949047304303498;51.10363426677334;
strefa ruchu uspokojonego 20 i 30 km/h;2;62.7884497981;0;0;0;0;0;98.17631326863386;17.007470755909456;51.16983140548283;
strefa ruchu uspokojonego 20 i 30 km/h;2;62.7884497981;-1;4;0;4;62.78844979816087;101.16705246429646;17.008356365806666;51.16973954494454;
strefa ruchu uspokojonego 20 i 30 km/h;2;50.3169008178;0;0;0;0;0;101.16626522548948;17.008356365806666;51.16973954494454;
strefa ruchu uspokojonego 20 i 30 km/h;2;50.3169008178;-1;4;0;4;50.31690081695379;107.32907177318722;17.009057552460078;51.16963978690125;
strefa ruchu uspokojonego 20 i 30 km/h;2;338.764245987;0;0;0;0;0;82.98743042952141;17.002672152614462;51.16999446833766;
strefa ruchu uspokojonego 20 i 30 km/h;2;338.764245987;-1;14;0;14;338.7642459869749;98.45603221799516;17.007470755909456;51.16983140548283;
kontraruch;2;77.1168124816;0;0;0;0;0;104.0141226155679;17.035753507826293;51.105972575225216;
kontraruch;2;77.1168124816;-1;4;0;4;77.11681248105135;105.78073715456267;17.036817982752073;51.10579542040327;
droga dla rowerow;1;25.9158573712;0;0;0;0;0;272.23798737412545;17.045062235109704;51.083248582900445;
droga dla rowerow;1;25.9158573712;-1;3;0;3;25.915857371829222;271.3816850154042;17.04469247765017;51.08325384143497;
droga dla rowerow;2;7.75272673903;0;0;0;0;0;91.37326847360204;17.044581842427476;51.08325460758341;
droga dla rowerow;2;7.75272673903;-1;1;0;1;7.7527267391319405;91.37326847360204;17.04469247765017;51.08325384143497;
droga dla rowerow;1;288.748868061;0;0;0;0;0;227.6666797562285;17.065130082417483;51.0852257840531;
droga dla rowerow;1;288.748868061;-1;22;0;22;288.7488680624359;259.7918104134493;17.061555559119004;51.0840650441984;
droga dla rowerow;1;10.4595323212;0;0;0;0;0;259.79407257715854;17.061555559119004;51.0840650441984;
droga dla rowerow;1;10.4595323212;-1;2;0;2;10.459532321054976;259.3630224239862;17.061409195941405;51.084046566666196;
droga dla rowerow;1;66.1228945798;0;0;0;0;0;259.3635263127854;17.061409195941405;51.084046566666196;
droga dla rowerow;1;66.1228945798;-1;11;0;11;66.12289457962922;230.48890018515723;17.060488739618382;51.08396174538012;
droga dla rowerow;1;7.6522080575;0;0;0;0;0;230.481957405055;17.060488739618382;51.08396174538012;
droga dla rowerow;1;7.6522080575;-1;3;0;3;7.652208057565203;238.83435331344344;17.060398410436996;51.083923267976424;
droga dla rowerow;1;16.3862805587;0;0;0;0;0;238.83015692246113;17.060398410436996;51.083923267976424;
droga dla rowerow;1;16.3862805587;-1;3;0;3;16.386280558749398;259.2443059554777;17.060169543215057;51.083894715303394;
droga dla rowerow;1;7.37698346209;0;0;0;0;0;259.27833799126154;17.059950857928126;51.08386675107728;
droga dla rowerow;1;7.37698346209;-1;1;0;1;7.376983462481208;259.27833799126154;17.059847673245525;51.083853583808306;
strefa ruchu uspokojonego 20 i 30 km/h;2;87.141865063;0;0;0;0;0;352.469980357115;17.039246871872784;51.13471873558065;
strefa ruchu uspokojonego 20 i 30 km/h;2;87.141865063;-1;4;0;4;87.14186506442019;351.4943848703096;17.039055429722563;51.13549270014553;
strefa ruchu uspokojonego 20 i 30 km/h;2;64.3976754789;0;0;0;0;0;350.9170472018021;17.039055429722563;51.13549270014553;
strefa ruchu uspokojonego 20 i 30 km/h;2;64.3976754789;-1;4;0;4;64.39767547730854;352.827215389337;17.038905172519453;51.136063735949556;
strefa ruchu uspokojonego 20 i 30 km/h;2;24.2937034611;0;0;0;0;0;351.1804321458934;17.038870067735548;51.1362052942818;
strefa ruchu uspokojonego 20 i 30 km/h;2;24.2937034611;-1;2;0;2;24.293703459713367;351.1721918904048;17.038812358938475;51.13642062829018;
strefa ruchu uspokojonego 20 i 30 km/h;2;74.4815368489;0;0;0;0;0;351.1899315266762;17.038812358938475;51.13642062829018;
strefa ruchu uspokojonego 20 i 30 km/h;2;74.4815368489;-1;4;0;4;74.48153685014286;350.96148802483873;17.038633215322385;51.13708057843026;
strefa ruchu uspokojonego 20 i 30 km/h;2;54.7475704621;0;0;0;0;0;350.96120236453834;17.038633215322385;51.13708057843026;
strefa ruchu uspokojonego 20 i 30 km/h;2;54.7475704621;-1;2;0;2;54.747570461952556;351.69214357758983;17.038502322604188;51.13756575260558;
strefa ruchu uspokojonego 20 i 30 km/h;2;64.4826498038;0;0;0;0;0;351.69268028432896;17.038502322604188;51.13756575260558;
strefa ruchu uspokojonego 20 i 30 km/h;2;64.4826498038;-1;2;0;2;64.48264980379253;351.6906622103072;17.038357297370663;51.13813815383665;
strefa ruchu uspokojonego 20 i 30 km/h;2;30.554779181;0;0;0;0;0;350.9023760738666;17.038357297370663;51.13813815383665;
strefa ruchu uspokojonego 20 i 30 km/h;2;30.554779181;-1;4;0;4;30.554779181602385;34.07909361607364;17.038306555853936;51.13840704852507;
strefa ruchu uspokojonego 20 i 30 km/h;2;92.9122555232;0;0;0;0;0;34.09785979107042;17.038306555853936;51.13840704852507;
strefa ruchu uspokojonego 20 i 30 km/h;2;92.9122555232;-1;4;0;4;92.91225552324566;62.46697620206083;17.03946398247948;51.13881190704433;
droga dla rowerow;2;7.30930963703;0;0;0;0;0;212.2615520088585;17.118380440915928;51.15414160061507;
droga dla rowerow;2;7.30930963703;-1;1;0;1;7.309309636803925;212.2615520088585;17.11832573688491;51.15408562456977;
droga dla rowerow;2;101.480159693;0;0;0;0;0;202.75816318537656;17.11908876064001;51.154937375026186;
droga dla rowerow;2;101.480159693;-1;9;0;9;101.4801596924255;209.79009269525878;17.118380440915928;51.15414160061507;
strefa ruchu uspokojonego 20 i 30 km/h;2;108.08461033;0;0;0;0;0;13.969554470293762;16.8933048841726;51.13335046647133;
strefa ruchu uspokojonego 20 i 30 km/h;2;108.08461033;-1;3;0;3;108.0846103297297;16.625756371691637;16.893701450745585;51.134289185226564;
strefa ruchu uspokojonego 20 i 30 km/h;2;29.9338702043;0;0;0;0;0;106.33601755597316;16.8933048841726;51.13335046647133;
strefa ruchu uspokojonego 20 i 30 km/h;2;29.9338702043;-1;1;0;1;29.933870204437543;106.33601755597316;16.893717032263545;51.13327867694788;
strefa ruchu uspokojonego 20 i 30 km/h;2;119.10720848;0;0;0;0;0;40.60342001343515;17.067373289557985;51.15099833789214;
strefa ruchu uspokojonego 20 i 30 km/h;2;119.10720848;-1;12;0;12;119.10720847984568;15.041949112213647;17.067807531892033;51.152005283158715;
strefa ruchu uspokojonego 20 i 30 km/h;2;136.830537878;0;0;0;0;0;18.976073857055734;17.067807531892033;51.152005283158715;
strefa ruchu uspokojonego 20 i 30 km/h;2;136.830537878;-1;11;0;11;136.83053787753025;43.61802076709423;17.068798763214453;51.15304972606326;
strefa ruchu uspokojonego 20 i 30 km/h;2;458.419100228;0;0;0;0;0;3.9191120851774657;16.99821415337509;51.147770354070616;
strefa ruchu uspokojonego 20 i 30 km/h;2;458.419100228;-1;27;0;27;458.4191002270991;11.544386673009857;16.998644665008374;51.151866527174306;
strefa ruchu uspokojonego 20 i 30 km/h;2;503.980584121;0;0;0;0;0;43.2931385797194;17.162832424120303;51.09791522939712;
strefa ruchu uspokojonego 20 i 30 km/h;2;503.980584121;-1;18;0;18;503.9805841204461;297.1625413126929;17.161084394833015;51.101036352407725;
strefa ruchu uspokojonego 20 i 30 km/h;2;111.948334832;0;0;0;0;0;129.23254234139787;16.98897989055906;51.12714617977305;
strefa ruchu uspokojonego 20 i 30 km/h;2;111.948334832;-1;2;0;2;111.94833483165777;128.95060276112895;16.990235403392308;51.12652293957822;
strefa ruchu uspokojonego 20 i 30 km/h;2;10.2783993404;0;0;0;0;0;128.95406323531088;16.990235403392308;51.12652293957822;
strefa ruchu uspokojonego 20 i 30 km/h;2;10.2783993404;-1;1;0;1;10.278399339793376;128.95406323531088;16.990350835784852;51.12646584485875;
strefa ruchu uspokojonego 20 i 30 km/h;2;12.6327481175;0;0;0;0;0;129.23356148571253;16.9888385589369;51.12721678545394;
strefa ruchu uspokojonego 20 i 30 km/h;2;12.6327481175;-1;1;0;1;12.632748117748884;129.23356148571253;16.98897989055906;51.12714617977305;
strefa ruchu uspokojonego 20 i 30 km/h;2;14.8332055068;0;0;0;0;0;128.3435272443575;16.987716726945614;51.12777539935;
strefa ruchu uspokojonego 20 i 30 km/h;2;14.8332055068;-1;3;0;3;14.833205506949186;129.31744538673505;16.9878840646211;51.127693612182235;
strefa ruchu uspokojonego 20 i 30 km/h;2;31.9371711049;0;0;0;0;0;128.94815684736997;16.990350835784852;51.12646584485875;
strefa ruchu uspokojonego 20 i 30 km/h;2;31.9371711049;-1;3;0;3;31.93717110534339;125.37805972585343;16.990717277381865;51.12629507549042;
strefa ruchu uspokojonego 20 i 30 km/h;2;85.3149725378;0;0;0;0;0;129.38241933885794;16.9878840646211;51.127693612182235;
strefa ruchu uspokojonego 20 i 30 km/h;2;85.3149725378;-1;2;0;2;85.3149725369435;129.23316688953145;16.9888385589369;51.12721678545394;
strefa ruchu uspokojonego 20 i 30 km/h;2;180.746028816;0;0;0;0;0;95.94402824643086;16.98529190305578;51.12831999776127;
strefa ruchu uspokojonego 20 i 30 km/h;2;180.746028816;-1;6;0;6;180.74602881546338;114.8040171730505;16.987716726945614;51.12777539935;
strefa ruchu uspokojonego 20 i 30 km/h;2;64.9590235583;0;0;0;0;0;99.8220564797964;16.978587028991498;51.13552857524893;
strefa ruchu uspokojonego 20 i 30 km/h;2;64.9590235583;-1;4;0;4;64.9590235581343;95.04705083993005;16.979507563429248;51.13545752560628;
droga dla rowerow;2;8.3666106811;0;0;0;0;0;272.48955275210017;17.03456615250438;51.08343305362173;
droga dla rowerow;2;8.3666106811;-1;3;0;3;8.366610680844103;277.55634426392055;17.03444790376414;51.08344334114823;
droga dla rowerow;1;260.163500132;0;0;0;0;0;97.88668391706642;17.026763923098585;51.08353236770258;
droga dla rowerow;1;260.163500132;-1;10;0;10;260.16350013140845;102.92973151072086;17.030439412285993;51.08320421857473;
droga dla rowerow;2;43.2604973372;0;0;0;0;0;263.8443524807918;17.03504547232488;51.082991578735026;
droga dla rowerow;2;43.2604973372;-1;5;0;5;43.260497337494336;280.3178557712329;17.034428639830953;51.0829827368235;
strefa ruchu uspokojonego 20 i 30 km/h;2;95.6743216063;0;0;0;0;0;269.01393936433436;17.110442700727297;51.099365419102234;
strefa ruchu uspokojonego 20 i 30 km/h;2;95.6743216063;-1;6;0;6;95.67432160678422;271.40486355788886;17.10907712163581;51.09936600669925;
strefa ruchu uspokojonego 20 i 30 km/h;2;102.437215397;0;0;0;0;0;90;17.110442700727297;51.099365419102234;
strefa ruchu uspokojonego 20 i 30 km/h;2;102.437215397;-1;6;0;6;102.43721539687444;86.8118444193195;17.111902876201505;51.099408360915476;
strefa ruchu uspokojonego 20 i 30 km/h;2;93.3236995372;0;0;0;0;0;100.32072190918947;17.10640360924935;51.09955931533975;
strefa ruchu uspokojonego 20 i 30 km/h;2;93.3236995372;-1;5;0;5;93.32369953676356;98.28669419006516;17.10772150213726;51.099436620962614;
strefa ruchu uspokojonego 20 i 30 km/h;2;109.107719944;0;0;0;0;0;103.97015231272012;17.101380769044557;51.10036385200451;
strefa ruchu uspokojonego 20 i 30 km/h;2;109.107719944;-1;5;0;5;109.10771994507124;105.63402876538053;17.102886413363713;51.100112520430194;
strefa ruchu uspokojonego 20 i 30 km/h;2;84.6365446062;0;0;0;0;0;105.02907479319414;17.103961669191218;51.09993144337188;
strefa ruchu uspokojonego 20 i 30 km/h;2;84.6365446062;-1;4;0;4;84.63654460650164;105.53625862450079;17.105129823249914;51.099736926746026;
strefa ruchu uspokojonego 20 i 30 km/h;2;95.2854184598;0;0;0;0;0;274.67470077611233;17.10907712163581;51.09936600669925;
strefa ruchu uspokojonego 20 i 30 km/h;2;95.2854184598;-1;4;0;4;95.28541845997862;275.958697282539;17.10772150213726;51.099436620962614;
droga dla rowerow;2;58.2949216485;0;0;0;0;0;327.7709352982482;17.120580621834353;51.1006364970027;
droga dla rowerow;2;58.2949216485;-1;1;0;1;58.294921647573844;327.7709352982482;17.120128387102646;51.10107640184505;
strefa ruchu uspokojonego 20 i 30 km/h;2;82.43249727;0;0;0;0;0;61.16318544233853;17.11707161052736;51.10021838041783;
strefa ruchu uspokojonego 20 i 30 km/h;2;82.43249727;-1;4;0;4;82.43249726963614;57.3346765407032;17.118088753713916;51.100590650855516;
strefa ruchu uspokojonego 20 i 30 km/h;2;42.0891580492;0;0;0;0;0;59.526618692495035;17.116547969848362;51.10003288762001;
strefa ruchu uspokojonego 20 i 30 km/h;2;42.0891580492;-1;4;0;4;42.08915804957358;61.72698604459895;17.11707161052736;51.10021838041783;
strefa ruchu uspokojonego 20 i 30 km/h;2;7.42603106634;0;0;0;0;0;58.688643099844285;17.116458066765933;51.09999750816092;
strefa ruchu uspokojonego 20 i 30 km/h;2;7.42603106634;-1;2;0;2;7.426031065667988;58.66976609493305;17.116547969848362;51.10003288762001;
strefa ruchu uspokojonego 20 i 30 km/h;2;39.3484009192;0;0;0;0;0;61.02948191532326;17.115969838301897;51.09982255554212;
strefa ruchu uspokojonego 20 i 30 km/h;2;39.3484009192;-1;3;0;3;39.34840092002613;61.03858493077395;17.116458066765933;51.09999750816092;
lacznik drogowy;1;41.9507736107;0;0;0;0;0;152.13929587048315;17.02692460092746;51.10879312545347;
lacznik drogowy;1;41.9507736107;-1;7;0;7;41.95077361049477;156.40768908443482;17.027233585897104;51.10847121774211;
pas ruchu dla rowerow;1;7.34686355188;0;0;0;0;0;325.62490594178973;17.027400634870506;51.10886116561785;
pas ruchu dla rowerow;1;7.34686355188;-1;1;0;1;7.346863551527888;325.62490594178973;17.027340264353388;51.10891517517481;
strefa ruchu uspokojonego 20 i 30 km/h;2;22.1230181076;0;0;0;0;0;38.20421205043463;17.027267324678338;51.11696192840527;
strefa ruchu uspokojonego 20 i 30 km/h;2;22.1230181076;-1;2;0;2;22.123018109220986;70.16624801242861;17.027513031104828;51.11707433851328;
lacznik drogowy;2;29.5578849703;0;0;0;0;0;251.48158936960618;17.148151762115358;51.10439102104163;
lacznik drogowy;2;29.5578849703;-1;4;0;4;29.55788497028501;253.4620702644552;17.14776538783133;51.10428491986573;
lacznik drogowy;2;12.862426329;0;0;0;0;0;137.28944912169533;17.148059619237657;51.10430887476409;
lacznik drogowy;2;12.862426329;-1;3;0;3;12.862426329187793;207.75089920340082;17.148043568785006;51.10421229804229;
strefa ruchu uspokojonego 20 i 30 km/h;2;11.1874685108;0;0;0;0;0;215.8922726300262;17.148151762115358;51.10439102104163;
strefa ruchu uspokojonego 20 i 30 km/h;2;11.1874685108;-1;1;0;1;11.187468511748161;215.8922726300262;17.148059619237657;51.10430887476409;
kontraruch;2;11.9126132167;0;0;0;0;0;117.06472350957851;17.026409431226966;51.10889357956579;
kontraruch;2;11.9126132167;-1;1;0;1;11.912613216337688;117.06472350957851;17.026561916851584;51.10884612318027;
pas ruchu dla rowerow;1;0.0509061882289;0;0;0;0;0;152.12613444825436;17.026924252618436;51.10879352709128;
pas ruchu dla rowerow;1;0.0509061882289;-1;1;0;1;0.050906187984031855;152.12613444825436;17.02692460092746;51.10879312545347;
pas ruchu dla rowerow;1;12.9407048359;0;0;0;0;0;118.20319434039146;17.025805517683647;51.110450318282325;
pas ruchu dla rowerow;1;12.9407048359;-1;2;0;2;12.94070483593974;127.04273509069147;17.025965658011412;51.110392804945015;
pas ruchu dla rowerow;1;17.3091946618;0;0;0;0;0;108.35665980462524;17.02610012366802;51.11041994838679;
pas ruchu dla rowerow;1;17.3091946618;-1;2;0;2;17.309194661733198;108.56859225593928;17.026335644326945;51.11037274607726;
pas ruchu dla rowerow;1;17.2744943372;0;0;0;0;0;148.89225304582857;17.026225886940974;51.11021795179603;
pas ruchu dla rowerow;1;17.2744943372;-1;2;0;2;17.274494337838405;154.72300405673397;17.026353594304986;51.110085198227864;
trasa przez park;2;149.306719639;0;0;0;0;0;137.44935476522207;17.030260038149784;51.082185696559435;
trasa przez park;2;149.306719639;-1;6;0;6;149.3067196379918;130.24597973332618;17.031619703362747;51.08119895198647;
strefa ruchu uspokojonego 20 i 30 km/h;2;87.0889902213;0;0;0;0;0;330.90209498849646;17.102899834007022;51.16728176462264;
strefa ruchu uspokojonego 20 i 30 km/h;2;87.0889902213;-1;4;0;4;87.08899022088981;336.407602310921;17.102288964408952;51.16796362986318;
strefa ruchu uspokojonego 20 i 30 km/h;2;47.83417164;0;0;0;0;0;287.76426796294425;17.112324901443415;51.16384573688646;
strefa ruchu uspokojonego 20 i 30 km/h;2;47.83417164;-1;4;0;4;47.834171639269336;292.8148492261198;17.111685293699026;51.16399688651293;
strefa ruchu uspokojonego 20 i 30 km/h;2;90.2526430736;0;0;0;0;0;332.271742578375;17.103513944020918;51.16656825972369;
strefa ruchu uspokojonego 20 i 30 km/h;2;90.2526430736;-1;3;0;3;90.25264307294253;332.27475023202817;17.102899834007022;51.16728176462264;
strefa ruchu uspokojonego 20 i 30 km/h;2;143.995671103;0;0;0;0;0;280.47169424084007;17.09977481546496;51.16928234382954;
strefa ruchu uspokojonego 20 i 30 km/h;2;143.995671103;-1;6;0;6;143.99567110323025;278.291946658299;17.09773901326367;51.169469140766644;
strefa ruchu uspokojonego 20 i 30 km/h;2;72.8740825553;0;0;0;0;0;118.225602289043;17.104526973915704;51.166114089705275;
strefa ruchu uspokojonego 20 i 30 km/h;2;72.8740825553;-1;3;0;3;72.87408255501855;118.22936273912492;17.105450895402093;51.16581133310087;
strefa ruchu uspokojonego 20 i 30 km/h;2;174.215216664;0;0;0;0;0;95.51936409729994;17.079961959191813;51.14787466000702;
strefa ruchu uspokojonego 20 i 30 km/h;2;174.215216664;-1;8;0;8;174.2152166637283;83.33920553603916;17.082378853472505;51.147523049973984;
strefa ruchu uspokojonego 20 i 30 km/h;2;52.8323344996;0;0;0;0;0;85.52394179541923;17.079254789079087;51.147995021651525;
strefa ruchu uspokojonego 20 i 30 km/h;2;52.8323344996;-1;9;0;9;52.83233450042536;98.68816047886904;17.079961959191813;51.14787466000702;
strefa ruchu uspokojonego 20 i 30 km/h;2;62.9497755647;0;0;0;0;0;90.27850822868983;17.077380385298603;51.14788253384733;
strefa ruchu uspokojonego 20 i 30 km/h;2;62.9497755647;-1;6;0;6;62.94977556429371;85.36640687494841;17.07827613015285;51.147932350862924;
strefa ruchu uspokojonego 20 i 30 km/h;2;68.8351367001;0;0;0;0;0;84.2280566831043;17.07827613015285;51.147932350862924;
strefa ruchu uspokojonego 20 i 30 km/h;2;68.8351367001;-1;4;0;4;68.83513669984099;85.52260636459471;17.079254789079087;51.147995021651525;
strefa ruchu uspokojonego 20 i 30 km/h;2;119.935862957;0;0;0;0;0;110.36558808934062;17.07568334983667;51.14791791256884;
strefa ruchu uspokojonego 20 i 30 km/h;2;119.935862957;-1;5;0;5;119.93586295674932;88.5132167573368;17.077380385298603;51.14788253384733;
strefa ruchu uspokojonego 20 i 30 km/h;2;99.2559303397;0;0;0;0;0;203.20124158603042;17.001391215417968;51.08594643568874;
strefa ruchu uspokojonego 20 i 30 km/h;2;99.2559303397;-1;4;0;4;99.25593033931011;205.36456649942042;17.000806198284167;51.08513392365131;
strefa ruchu uspokojonego 20 i 30 km/h;2;138.026529041;0;0;0;0;0;206.35424097667348;17.000806198284167;51.08513392365131;
strefa ruchu uspokojonego 20 i 30 km/h;2;138.026529041;-1;11;0;11;138.0265290419702;183.41283831257974;17.000359804851893;51.08393740106434;
strefa ruchu uspokojonego 20 i 30 km/h;2;49.0932117028;0;0;0;0;0;30.398258108920654;17.027163806411924;51.12187383075328;
strefa ruchu uspokojonego 20 i 30 km/h;2;49.0932117028;-1;6;0;6;49.09321170271089;17.32684356901888;17.027409887225247;51.122285932987666;
strefa ruchu uspokojonego 20 i 30 km/h;2;58.8575711307;0;0;0;0;0;16.464114406700467;17.012835135410803;51.056165580966564;
strefa ruchu uspokojonego 20 i 30 km/h;2;58.8575711307;-1;4;0;4;58.85757113013314;18.87034702826271;17.013081914032806;51.05667115601496;
strefa ruchu uspokojonego 20 i 30 km/h;2;119.376178633;0;0;0;0;0;183.35155121304433;17.01029823618813;51.05113266774912;
strefa ruchu uspokojonego 20 i 30 km/h;2;119.376178633;-1;1;0;1;119.37617863319436;183.35155121304433;17.010221548050907;51.05006068621754;
strefa ruchu uspokojonego 20 i 30 km/h;2;31.6854065293;0;0;0;0;0;13.595589079472298;17.01189859826297;51.054280545177846;
strefa ruchu uspokojonego 20 i 30 km/h;2;31.6854065293;-1;3;0;3;31.685406528756374;19.004364906554624;17.012038124342514;51.054551391425086;
strefa ruchu uspokojonego 20 i 30 km/h;2;110.492809527;0;0;0;0;0;17.90477258610325;17.013081914032806;51.05667115601496;
strefa ruchu uspokojonego 20 i 30 km/h;2;110.492809527;-1;6;0;6;110.49280952828516;26.42742499079123;17.01361565134496;51.05760400982801;
strefa ruchu uspokojonego 20 i 30 km/h;2;15.0822606089;0;0;0;0;0;13.60452886883619;17.011850804225034;51.05414835976231;
strefa ruchu uspokojonego 20 i 30 km/h;2;15.0822606089;-1;2;0;2;15.082260608974359;13.60671214336763;17.01189859826297;51.054280545177846;
strefa ruchu uspokojonego 20 i 30 km/h;2;352.880471018;0;0;0;0;0;196.1759018210911;17.011850804225034;51.05414835976231;
strefa ruchu uspokojonego 20 i 30 km/h;2;352.880471018;-1;6;0;6;352.88047101690046;188.28166536621887;17.01029823618813;51.05113266774912;
strefa ruchu uspokojonego 20 i 30 km/h;2;21.9137792772;0;0;0;0;0;19.440500111616597;17.01273635299679;51.05597869665194;
strefa ruchu uspokojonego 20 i 30 km/h;2;21.9137792772;-1;2;0;2;21.91377927616892;18.999746175283146;17.012835135410803;51.056165580966564;
strefa ruchu uspokojonego 20 i 30 km/h;2;166.163835235;0;0;0;0;0;17.501845795915106;17.012038124342514;51.054551391425086;
strefa ruchu uspokojonego 20 i 30 km/h;2;166.163835235;-1;4;0;4;166.16383523619714;17.859318490460026;17.01273635299679;51.05597869665194;
strefa ruchu uspokojonego 20 i 30 km/h;2;24.5914483225;0;0;0;0;0;107.723936735962;17.031017998588794;51.10865323305633;
strefa ruchu uspokojonego 20 i 30 km/h;2;24.5914483225;-1;1;0;1;24.5914483221083;107.723936735962;17.031353854039086;51.10858871539975;
lacznik drogowy;1;9.9603281785;0;0;0;0;0;98.67003191660358;17.028879031100264;51.10986983596772;
lacznik drogowy;1;9.9603281785;-1;2;0;2;9.96032817834846;93.44991909261329;17.0290203239208;51.10986034759735;
pas ruchu dla rowerow;1;2.56237255098;0;0;0;0;0;2.617081510751536;17.02683759626068;51.11028529373269;
pas ruchu dla rowerow;1;2.56237255098;-1;1;0;1;2.5623725501714834;2.617081510751536;17.026838783606873;51.110308314544994;
pas ruchu dla rowerow;1;0.0531026364694;0;0;0;0;0;356.4371263748685;17.026837653384895;51.11028481775413;
pas ruchu dla rowerow;1;0.0531026364694;-1;1;0;1;0.05310263584363787;356.4371263748685;17.02683759626068;51.11028529373269;
kontrapas;1;23.4248881086;0;0;0;0;0;106.45660993768688;17.026837653384895;51.11028481775413;
kontrapas;1;23.4248881086;-1;3;0;3;23.424888108727156;107.81898911390384;17.02715908629958;51.11022660083282;
lacznik drogowy;1;2.57422341299;0;0;0;0;0;191.6381864187781;17.027166025248214;51.110249324291;
lacznik drogowy;1;2.57422341299;-1;1;0;1;2.574223414190349;191.6381864187781;17.02715908629958;51.11022660083282;
lacznik drogowy;1;2.66931405608;0;0;0;0;0;19.68602228445314;17.02780711407453;51.110094424051276;
lacznik drogowy;1;2.66931405608;-1;1;0;1;2.669314056124841;19.68602228445314;17.027819479177857;51.110117120668754;
kontrapas;1;47.7062389899;0;0;0;0;0;107.81899840544028;17.02715908629958;51.11022660083282;
kontrapas;1;47.7062389899;-1;3;0;3;47.70623898987322;109.38254044477154;17.02780711407453;51.110094424051276;
pas ruchu dla rowerow;1;0.00639531078213;0;0;0;0;0;63.03429743959354;17.03261218077416;51.11368206849449;
pas ruchu dla rowerow;1;0.00639531078213;-1;1;0;1;0.006395310738207174;63.03429743959354;17.03261226162287;51.11368209523346;
pas ruchu dla rowerow;1;65.7525065484;0;0;0;0;0;63.821808668172935;17.03261226162287;51.11368209523346;
pas ruchu dla rowerow;1;65.7525065484;-1;4;0;4;65.75250654828552;64.67028973437107;17.033451223264585;51.11394753526338;
lacznik drogowy;1;47.4427599397;0;0;0;0;0;244.54441360510808;17.033787592145423;51.11417418993048;
lacznik drogowy;1;47.4427599397;-1;2;0;2;47.44275993898198;245.37921282310876;17.033176785980075;51.11398967639146;
lacznik drogowy;1;49.0486001005;0;0;0;0;0;64.34219618377352;17.033451223264585;51.11394753526338;
lacznik drogowy;1;49.0486001005;-1;3;0;3;49.04860010081101;67.8459218512879;17.03408105683456;51.11414032313619;
lacznik drogowy;1;1.7566803978;0;0;0;0;0;58.268780387219515;17.03408105683456;51.11414032313619;
lacznik drogowy;1;1.7566803978;-1;1;0;1;1.7566803978144268;58.268780387219515;17.034102218876356;51.1141488035195;
pas ruchu dla rowerow;1;2.99969135246;0;0;0;0;0;58.27199561132081;17.034102218876356;51.1141488035195;
pas ruchu dla rowerow;1;2.99969135246;-1;1;0;1;2.999691352172612;58.27199561132081;17.034138356293987;51.11416328325911;
lacznik drogowy;1;20.3252077651;0;0;0;0;0;174.8847000942288;17.03391919050481;51.11432614761564;
lacznik drogowy;1;20.3252077651;-1;5;0;5;20.325207765908466;217.4872264742345;17.033787592145423;51.11417418993048;
