TYP;KIERUNEK;SHAPE_LEN;vertex_pos;vertex_index;vertex_part;vertex_part_index;distance;angle;xcoord;ycoord;
droga dla pieszych i rowerow;2;40.2791104288;-1;3;0;3;40.279110428730355;88.02619009248814;17.0368514853305;51.13563778627702;
droga dla pieszych i rowerow;2;379.869804837;0;0;0;0;0;31.216549220357248;17.06615311667645;51.13330536926758;
droga dla pieszych i rowerow;2;379.869804837;-1;59;0;59;379.8698048367398;27.271699547598345;17.06951781280758;51.13594990358765;
droga dla pieszych i rowerow;2;29.6952223671;0;0;0;0;0;305.59134551850593;17.06986666571075;51.13579802900528;
droga dla pieszych i rowerow;2;29.6952223671;-1;9;0;9;29.695222366481794;303.4220852729048;17.06951781280758;51.13594990358765;
droga dla pieszych i rowerow;2;6.51763530738;0;0;0;0;0;0.7999964875374036;17.036276202237868;51.13563049400321;
droga dla pieszych i rowerow;2;6.51763530738;-1;1;0;1;6.517635306441036;0.7999964875374036;17.036276282819134;51.13568908024699;
droga dla pieszych i rowerow;2;8.57245276102;0;0;0;0;0;92.43694661777091;17.036153856951636;51.135691348060774;
droga dla pieszych i rowerow;2;8.57245276102;-1;1;0;1;8.572452761058408;92.43694661777091;17.036276282819134;51.13568908024699;
droga dla pieszych i rowerow;2;5.57863309567;0;0;0;0;0;354.6810619071769;17.06951781280758;51.13594990358765;
droga dla pieszych i rowerow;2;5.57863309567;-1;2;0;2;5.578633095667571;0.6885309293740539;17.06951414954897;51.13599992873517;
droga dla pieszych i rowerow;2;110.475120989;0;0;0;0;0;96.97276528600318;17.033371291103673;51.13573331636702;
droga dla pieszych i rowerow;2;110.475120989;-1;17;0;17;110.47512098914109;82.04914457391175;17.034942381318096;51.13569828036828;
droga dla pieszych i rowerow;2;42.9664688011;0;0;0;0;0;36.31045844415783;17.06986666571075;51.13579802900528;
droga dla pieszych i rowerow;2;42.9664688011;-1;12;0;12;42.96646880153997;34.56192094683924;17.070221085194852;51.13611337103118;
droga dla pieszych i rowerow;2;32.1277164564;0;0;0;0;0;359.90193706800227;17.036276282819134;51.13568908024699;
droga dla pieszych i rowerow;2;32.1277164564;-1;8;0;8;32.127716457939506;357.3798490459549;17.0362656145143;51.1359777670044;
droga dla pieszych i rowerow;2;97.7723069438;0;0;0;0;0;16.62880822266257;17.04026862923756;51.10599825275683;
droga dla pieszych i rowerow;2;97.7723069438;-1;3;0;3;97.77230694381004;359.2900628191841;17.04054700695184;51.10685398681608;
droga dla pieszych i rowerow;2;20.077429254;0;0;0;0;0;102.89359322588716;17.03770480634004;51.10524897769211;
droga dla pieszych i rowerow;2;20.077429254;-1;1;0;1;20.07742925419652;102.89359322588716;17.03798505826141;51.10521100913743;
droga dla pieszych i rowerow;2;5.24740153314;0;0;0;0;0;15.350404890298584;17.037433707734305;51.10495122327512;
droga dla pieszych i rowerow;2;5.24740153314;-1;1;0;1;5.247401533384733;15.350404890298584;17.037452594960502;51.104996868444466;
droga dla pieszych i rowerow;2;32.7077053236;0;0;0;0;0;162.115896748956;16.99860908897972;51.08092212145214;
droga dla pieszych i rowerow;2;32.7077053236;-1;11;0;11;32.70770532393962;62.89216153861187;16.999031743626624;51.080929721918736;
droga dla pieszych i rowerow;2;35.3115372779;0;0;0;0;0;324.90896250543403;16.95567514055368;51.110142227861346;
droga dla pieszych i rowerow;2;35.3115372779;-1;1;0;1;35.31153727848225;324.90896250543403;16.95537944410911;51.11039932969099;
droga dla pieszych i rowerow;2;34.7045571339;0;0;0;0;0;333.49925746891165;16.960507675550115;51.11216409731491;
droga dla pieszych i rowerow;2;34.7045571339;-1;1;0;1;34.70455713410564;333.49925746891165;16.9602802982892;51.11244127973108;
droga dla pieszych i rowerow;2;48.6370869711;0;0;0;0;0;72.10594317907811;16.979296271092682;51.09470483017659;
droga dla pieszych i rowerow;2;48.6370869711;-1;14;0;14;48.63708697185708;81.85980384635279;16.9799525225147;51.09484600632408;
droga dla pieszych i rowerow;2;46.2249474778;0;0;0;0;0;356.3086442835768;16.968934639353716;51.10992179611441;
droga dla pieszych i rowerow;2;46.2249474778;-1;4;0;4;46.224947479080434;354.74819905186257;16.968874650249127;51.11033554721043;
droga dla pieszych i rowerow;2;334.19687081;0;0;0;0;0;61.40429363087669;17.114322385289817;51.148601194658276;
droga dla pieszych i rowerow;2;334.19687081;-1;23;0;23;334.1968708100174;74.9712422300533;17.118535038128094;51.149732268921994;
droga dla pieszych i rowerow;2;222.330664969;0;0;0;0;0;358.1424127907768;17.114180583909352;51.149384328841;
droga dla pieszych i rowerow;2;222.330664969;-1;16;0;16;222.33066497001164;36.25375950112852;17.115059881959603;51.15125953504976;
trasa przez park;2;45.7310305526;0;0;0;0;0;353.6596582056444;17.048379946532236;51.13681152426911;
trasa przez park;2;45.7310305526;-1;4;0;4;45.73103055272048;348.53217714021525;17.048379579829618;51.13721379715441;
trasa przez park;2;15.959987225;0;0;0;0;0;207.21536406680121;17.048538374319303;51.13673947124778;
trasa przez park;2;15.959987225;-1;2;0;2;15.95998722539204;203.05140263404246;17.048449229006476;51.136607483643225;
trasa przez park;2;13.6822069835;0;0;0;0;0;306.60431831410517;17.048538374319303;51.13673947124778;
trasa przez park;2;13.6822069835;-1;1;0;1;13.682206982710204;306.60431831410517;17.048379946532236;51.13681152426911;
trasa przez park;2;81.9923445073;0;0;0;0;0;241.50430110249974;17.048375152845683;51.13548199644067;
trasa przez park;2;81.9923445073;-1;3;0;3;81.99234450810269;235.11197794233564;17.047389336393724;51.13508577692447;
lacznik drogowy;2;20.1967132247;0;0;0;0;0;172.3731908810341;17.04824924324687;51.13736004717178;
lacznik drogowy;2;20.1967132247;-1;3;0;3;20.196713225033804;127.15532825121085;17.048379579829618;51.13721379715441;
lacznik drogowy;2;22.4459079807;0;0;0;0;0;25.91096823523342;17.048708984765113;51.13725402407791;
lacznik drogowy;2;22.4459079807;-1;5;0;5;22.445907980443135;349.2615176671574;17.0487988619914;51.13742704885469;
mozliwosc przejazdu;2;20.3508823791;0;0;0;0;0;170.25010939165531;17.039246871872784;51.13471873558065;
mozliwosc przejazdu;2;20.3508823791;-1;3;0;3;20.35088237827554;160.3264075320831;17.039333530486175;51.13454491332014;
trasa na walach;2;252.292256234;0;0;0;0;0;64.14254195433955;17.036115693370167;51.13353491478806;
trasa na walach;2;252.292256234;-1;9;0;9;252.29225623451993;69.44462712165266;17.039333530486175;51.13454491332014;
droga dla pieszych i rowerow;2;60.8129803556;0;0;0;0;0;291.9762395173264;17.005237211493647;51.13504276141458;
droga dla pieszych i rowerow;2;60.8129803556;-1;5;0;5;60.81298035448688;3.7976741255846918;17.004552540213567;51.1353029427248;
mozliwosc przejazdu;2;13.3525162282;0;0;0;0;0;186.22006930636098;17.005328979506462;51.13512802331032;
mozliwosc przejazdu;2;13.3525162282;-1;2;0;2;13.352516228256665;138.10139451913332;17.005416999245895;51.13503102898661;
strefa ruchu uspokojonego 20 i 30 km/h;2;240.926514526;0;0;0;0;0;210.94661115152243;17.0337360769614;51.12456857237315;
strefa ruchu uspokojonego 20 i 30 km/h;2;240.926514526;-1;6;0;6;240.92651452564812;216.54104535534924;17.031775050082768;51.122789483956666;
lacznik drogowy;1;18.6482017842;0;0;0;0;0;273.3573013361421;17.03255055844666;51.07195617606054;
lacznik drogowy;1;18.6482017842;-1;2;0;2;18.648201785678314;185.9718219666576;17.032446406192147;51.071847006366085;
lacznik drogowy;1;12.8561335875;0;0;0;0;0;3.5761397759610394;17.032541522841864;51.07184075286329;
lacznik drogowy;1;12.8561335875;-1;1;0;1;12.85613358760162;3.5761397759610394;17.03255055844666;51.07195617606054;
pas ruchu dla rowerow;1;7.66309725516;0;0;0;0;0;288.0571798658665;17.01779805772702;51.114992634236906;
pas ruchu dla rowerow;1;7.66309725516;-1;3;0;3;7.663097255313458;282.3081889314329;17.017690910850888;51.115006606720556;
pas ruchu dla rowerow;1;18.4770030521;0;0;0;0;0;22.574794464242853;17.017700146166145;51.114838403482054;
pas ruchu dla rowerow;1;18.4770030521;-1;3;0;3;18.477003051823857;22.510274983721366;17.01779805772702;51.114992634236906;
lacznik drogowy;1;77.3087518493;0;0;0;0;0;295.71650282779785;17.021293169947384;51.111925355057615;
lacznik drogowy;1;77.3087518493;-1;2;0;2;77.30875184947004;296.26312197121365;17.020293369592448;51.11222003581995;
pas ruchu dla rowerow;1;26.1651315137;0;0;0;0;0;283.0790650831177;17.028847794963184;51.12544404646288;
pas ruchu dla rowerow;1;26.1651315137;-1;2;0;2;26.165131513710953;282.9946843152569;17.028482597579327;51.12549407729006;
droga dla pieszych i rowerow;2;185.54389579;0;0;0;0;0;278.7932230315598;16.940209721449087;51.12174892047409;
droga dla pieszych i rowerow;2;185.54389579;-1;1;0;1;185.54389579038704;278.7932230315598;16.937585165665997;51.12198008830765;
droga dla pieszych i rowerow;2;104.224648;0;0;0;0;0;91.45624833695575;17.084949665193108;51.131967751225226;
droga dla pieszych i rowerow;2;104.224648;-1;4;0;4;104.22464799933978;89.68196849199042;17.086433982906716;51.13195818970877;
droga dla pieszych i rowerow;2;16.6659186322;0;0;0;0;0;82.3856118560703;17.035738287430778;51.13348351923904;
droga dla pieszych i rowerow;2;16.6659186322;-1;4;0;4;16.665918633211273;132.28635641758777;17.03596202436296;51.133455435421645;
droga dla pieszych i rowerow;2;200.424548238;0;0;0;0;0;358.65554994083374;17.03573713964319;51.13391179505982;
droga dla pieszych i rowerow;2;200.424548238;-1;21;0;21;200.42454823788114;3.111778357579819;17.036276202237868;51.13563049400321;
droga dla pieszych i rowerow;2;141.521899649;0;0;0;0;0;23.432934163451726;17.036564973582344;51.13440530254831;
droga dla pieszych i rowerow;2;141.521899649;-1;12;0;12;141.52189964895896;357.55308570857653;17.0368514853305;51.13563778627702;
droga dla rowerow;1;240.008146127;0;0;0;0;0;59.30009492973108;16.964596050285813;51.078353179478206;
droga dla rowerow;1;240.008146127;-1;8;0;8;240.0081461268834;37.48213741916239;16.96660909429541;51.08009228542168;
droga dla rowerow;1;32.677119475;0;0;0;0;0;57.750789731907396;17.022424319428186;51.10447263705064;
droga dla rowerow;1;32.677119475;-1;5;0;5;32.67711947429779;20.135281083493375;17.022715390407043;51.10469717277424;
droga dla rowerow;2;354.513952888;0;0;0;0;0;75.09719957206293;17.01434016027192;51.10270582398537;
droga dla rowerow;2;354.513952888;-1;17;0;17;354.5139528877831;58.11691740417596;17.01900712943892;51.10385421184297;
lacznik drogowy;2;103.682566789;0;0;0;0;0;289.4261796005638;16.91247507115319;51.17351040659492;
lacznik drogowy;2;103.682566789;-1;1;0;1;103.68256678920802;289.4261796005638;16.911069770631766;51.17380733348178;
lacznik drogowy;2;75.0709230156;0;0;0;0;0;316.8952006458482;16.9133495738656;51.17314005907585;
lacznik drogowy;2;75.0709230156;-1;2;0;2;75.07092301476493;295.16989305592847;16.91247507115319;51.17351040659492;
droga dla pieszych i rowerow;2;193.774172463;0;0;0;0;0;12.485213129094276;17.12113687960219;51.15817988564209;
droga dla pieszych i rowerow;2;193.774172463;-1;21;0;21;193.77417246223877;353.65512398167994;17.121453593277575;51.159899120631636;
droga dla pieszych i rowerow;2;59.0708856141;0;0;0;0;0;10.811643736101683;17.12098434850282;51.157657668628026;
droga dla pieszych i rowerow;2;59.0708856141;-1;10;0;10;59.07088561392629;12.485756759222916;17.12113687960219;51.15817988564209;
droga dla pieszych i rowerow;2;60.874746877;0;0;0;0;0;10.812321796004614;17.120831343024772;51.157118995070576;
droga dla pieszych i rowerow;2;60.874746877;-1;7;0;7;60.874746878317445;10.812730787929977;17.12098434850282;51.157657668628026;
lacznik drogowy;2;141.979269702;0;0;0;0;0;10.952759025416473;17.04506146218607;51.16035076142194;
lacznik drogowy;2;141.979269702;-1;1;0;1;141.9792697026295;10.952759025416473;17.04542119630545;51.161606786598796;
lacznik drogowy;2;105.807019999;0;0;0;0;0;196.12376519595125;17.04506146218607;51.16035076142194;
lacznik drogowy;2;105.807019999;-1;1;0;1;105.80701999839654;196.12376519595125;17.044660320445036;51.15943373660766;
lacznik drogowy;2;75.6521478102;0;0;0;0;0;293.1870794301421;17.046078688982504;51.160122041334965;
lacznik drogowy;2;75.6521478102;-1;3;0;3;75.65214781012773;287.2353197794127;17.04506146218607;51.16035076142194;
lacznik drogowy;2;157.974703965;0;0;0;0;0;18.243673898949602;17.04542119630545;51.161606786598796;
lacznik drogowy;2;157.974703965;-1;7;0;7;157.97470396501282;72.4041427122757;17.04600432756976;51.1629585945837;
droga dla pieszych i rowerow;2;8.6969154095;0;0;0;0;0;291.44173587503855;17.04601583094079;51.16297454067512;
droga dla pieszych i rowerow;2;8.6969154095;-1;1;0;1;8.696915408964301;291.44173587503855;17.045899525477502;51.16300217185156;
droga dla pieszych i rowerow;2;1.95706732248;0;0;0;0;0;35.172482016725674;17.04600432756976;51.1629585945837;
droga dla pieszych i rowerow;2;1.95706732248;-1;2;0;2;1.9570673223125161;22.093073424708653;17.04601583094079;51.16297454067512;
strefa ruchu uspokojonego 20 i 30 km/h;2;508.145837175;0;0;0;0;0;275.1211478462689;17.00797666977151;51.17872338279196;
strefa ruchu uspokojonego 20 i 30 km/h;2;508.145837175;-1;5;0;5;508.1458371754475;264.9076443462798;17.00075503615497;51.17834692918916;
lacznik drogowy;2;183.690980481;0;0;0;0;0;282.2920316732807;16.99738147350571;51.178574651335175;
lacznik drogowy;2;183.690980481;-1;1;0;1;183.69098048232695;282.2920316732807;16.99480738347152;51.17890411729289;
strefa ruchu uspokojonego 20 i 30 km/h;2;112.292662116;0;0;0;0;0;270.24920013800073;17.00075503615497;51.17834692918916;
strefa ruchu uspokojonego 20 i 30 km/h;2;112.292662116;-1;1;0;1;112.29266211620715;270.24920013800073;16.999149250172252;51.17833759290149;
strefa ruchu uspokojonego 20 i 30 km/h;2;126.39705162;0;0;0;0;0;282.82371930237065;16.999149250172252;51.17833759290149;
strefa ruchu uspokojonego 20 i 30 km/h;2;126.39705162;-1;1;0;1;126.3970516189132;282.82371930237065;16.99738147350571;51.178574651335175;
strefa ruchu uspokojonego 20 i 30 km/h;2;444.169547303;0;0;0;0;0;182.88952068319725;16.9982950006953;51.17369378462858;
strefa ruchu uspokojonego 20 i 30 km/h;2;444.169547303;-1;12;0;12;444.1695473027636;183.17405121619657;16.999577405341707;51.169851465233435;
trasa na walach;2;48.8523857448;0;0;0;0;0;351.679946978124;17.12328995556305;51.102012929741;
trasa na walach;2;48.8523857448;-1;8;0;8;48.852385743465504;42.88803308354256;17.123382932270964;51.10242377645595;
strefa ruchu uspokojonego 20 i 30 km/h;2;159.75846282;0;0;0;0;0;276.7665398840808;17.120128387102646;51.10107640184505;
strefa ruchu uspokojonego 20 i 30 km/h;2;159.75846282;-1;11;0;11;159.75846282141785;289.6969319881521;17.118088753713916;51.100590650855516;
lacznik drogowy;2;67.4637886204;0;0;0;0;0;323.81086647944454;17.11677804853676;51.101689540353235;
lacznik drogowy;2;67.4637886204;-1;4;0;4;67.46378862135965;233.24551971344454;17.116161440479193;51.10204598932488;
droga dla pieszych i rowerow;2;57.1899316826;0;0;0;0;0;324.45357624508625;17.116663803444425;51.10164075519208;
droga dla pieszych i rowerow;2;57.1899316826;-1;4;0;4;57.18993168276083;321.96910194685245;17.116161440479193;51.10204598932488;
mozliwosc przejazdu;2;9.66880814217;0;0;0;0;0;56.54101361574189;17.116663803444425;51.10164075519208;
mozliwosc przejazdu;2;9.66880814217;-1;1;0;1;9.668808142253974;56.54101361574189;17.11677804853676;51.101689540353235;
droga dla pieszych i rowerow;2;38.9296501718;0;0;0;0;0;353.5934717765444;16.96893247749664;51.05459698458989;
droga dla pieszych i rowerow;2;38.9296501718;-1;23;0;23;38.92965017265352;70.35802531761361;16.96913236010466;51.05490187353194;
droga dla pieszych i rowerow;2;102.655586958;0;0;0;0;0;359.9269929064255;16.980750202934903;51.05423938144655;
droga dla pieszych i rowerow;2;102.655586958;-1;9;0;9;102.65558695807945;259.4139108264777;16.98002484708114;51.05500775382716;
droga dla pieszych i rowerow;2;73.6123843173;0;0;0;0;0;254.46838902772308;16.979942440937293;51.05499258981766;
droga dla pieszych i rowerow;2;73.6123843173;-1;34;0;34;73.61238431750863;273.80700620987676;16.979057766052208;51.05510172022245;
droga dla pieszych i rowerow;2;187.579961629;0;0;0;0;0;295.6455335613221;16.978861585240715;51.055133952783756;
droga dla pieszych i rowerow;2;187.579961629;-1;39;0;39;187.57996162934518;258.1655537938478;16.97639362233139;51.054986769461614;
droga dla pieszych i rowerow;2;42.9225072754;0;0;0;0;0;43.764656166132376;16.96578832500271;51.13689432690922;
droga dla pieszych i rowerow;2;42.9225072754;-1;10;0;10;42.92250727496618;45.14340069306936;16.96621201846452;51.1371732268116;
droga dla pieszych i rowerow;2;18.2569451386;0;0;0;0;0;285.5917243919013;17.074452879373773;51.138064118050494;
droga dla pieszych i rowerow;2;18.2569451386;-1;2;0;2;18.256945138714553;278.20041467428507;17.074195292460416;51.1380888377915;
droga dla pieszych i rowerow;2;327.919813366;0;0;0;0;0;210.20848434259898;17.015540855012574;51.07416509892997;
droga dla pieszych i rowerow;2;327.919813366;-1;19;0;19;327.91981336625554;220.91566566045762;17.011994577912706;51.07245830433447;
droga dla pieszych i rowerow;2;8.69761671503;0;0;0;0;0;33.686736100220045;17.015611803626115;51.07423776642049;
droga dla pieszych i rowerow;2;8.69761671503;-1;2;0;2;8.69761671328142;49.87430121793759;17.01570128059166;51.07429132393337;
droga dla pieszych i rowerow;2;148.907564241;0;0;0;0;0;185.076682988869;16.99142478848658;51.074225937604794;
droga dla pieszych i rowerow;2;148.907564241;-1;7;0;7;148.90756424147563;112.96643883849308;16.991246504336754;51.07308584440737;
droga dla pieszych i rowerow;2;51.0583377544;0;0;0;0;0;345.0697060155445;17.03253186647128;51.07443691115593;
droga dla pieszych i rowerow;2;51.0583377544;-1;13;0;13;51.058337753285215;2.238175502894496;17.032528425004777;51.07489165966301;
droga dla pieszych i rowerow;2;5.2978568431;0;0;0;0;0;95.35902169340797;17.032528425004777;51.07489165966301;
droga dla pieszych i rowerow;2;5.2978568431;-1;1;0;1;5.297856843007974;95.35902169340797;17.032603774686894;51.074887835136856;
droga dla pieszych i rowerow;2;343.467675295;0;0;0;0;0;145.63968315331326;17.00879421929199;51.0747134414555;
droga dla pieszych i rowerow;2;343.467675295;-1;27;0;27;343.4676752955168;24.45878087782943;17.011578595813845;51.0724682299943;
droga dla pieszych i rowerow;2;173.765447536;0;0;0;0;0;328.3582294644865;17.087798192707393;51.074038734159195;
droga dla pieszych i rowerow;2;173.765447536;-1;13;0;13;173.76544753635642;330.41562594072184;17.086542245835517;51.07538519199561;
droga dla pieszych i rowerow;2;10.4968246037;0;0;0;0;0;3.4681962368624895;17.032528425004777;51.07489165966301;
droga dla pieszych i rowerow;2;10.4968246037;-1;1;0;1;10.496824604443626;3.4681962368624895;17.032535520954777;51.074985909375776;
droga dla pieszych i rowerow;2;9.58537137026;0;0;0;0;0;166.91498327777387;17.051610528653345;51.07642478260769;
droga dla pieszych i rowerow;2;9.58537137026;-1;3;0;3;9.585371369823296;165.2376078832442;17.05164375211131;51.076341204885004;
droga dla pieszych i rowerow;2;56.6542238972;0;0;0;0;0;290.4524642867926;17.051610528653345;51.07642478260769;
droga dla pieszych i rowerow;2;56.6542238972;-1;6;0;6;56.654223896884176;265.6716680537577;17.050827236003656;51.07648207241772;
droga dla pieszych i rowerow;2;12.1334451696;0;0;0;0;0;159.14068710962223;17.051520605038938;51.076516485476375;
droga dla pieszych i rowerow;2;12.1334451696;-1;3;0;3;12.133445169213674;137.11018148324644;17.051610528653345;51.07642478260769;
droga dla pieszych i rowerow;2;72.7644762659;0;0;0;0;0;104.32710637801257;17.050483787192995;51.07654294131163;
droga dla pieszych i rowerow;2;72.7644762659;-1;4;0;4;72.7644762658498;99.5324547863562;17.051520605038938;51.076516485476375;
droga dla pieszych i rowerow;2;73.7781771141;0;0;0;0;0;80.73627183427959;17.066164214678555;51.10695475939099;
droga dla pieszych i rowerow;2;73.7781771141;-1;8;0;8;73.77817711440437;64.13539032947205;17.06715818137052;51.10716741564278;
droga dla pieszych i rowerow;2;3.34014856107;0;0;0;0;0;286.29341420988237;17.04168648465215;51.11628953715357;
droga dla pieszych i rowerow;2;3.34014856107;-1;1;0;1;3.3401485614867856;286.29341420988237;17.041640527710534;51.11629758473611;
droga dla rowerow;1;34.6119955389;0;0;0;0;0;58.46510803148095;16.990667633271364;51.09708828005156;
droga dla rowerow;1;34.6119955389;-1;3;0;3;34.611995539921395;65.356545737527;16.991106333424597;51.09722731270134;
droga dla rowerow;2;286.339755091;0;0;0;0;0;247.16649521126715;16.990667633271364;51.09708828005156;
droga dla rowerow;2;286.339755091;-1;10;0;10;286.3397550905665;249.39524168094812;16.986896594313002;51.09612078685617;
droga dla rowerow;2;34.6901450687;0;0;0;0;0;336.1832919825309;16.986896594313002;51.09612078685617;
droga dla rowerow;2;34.6901450687;-1;1;0;1;34.690145068289056;336.1832919825309;16.986690406519003;51.09640429841914;
droga dla rowerow;2;56.6734575689;0;0;0;0;0;308.240967965223;16.979731458732434;51.09427964518083;
droga dla rowerow;2;56.6734575689;-1;2;0;2;56.67345756894962;330.3153547489722;16.979296271092682;51.09470483017659;
droga dla rowerow;2;57.0839831965;0;0;0;0;0;269.25106554462565;16.979731458732434;51.09427964518083;
droga dla rowerow;2;57.0839831965;-1;4;0;4;57.083983197012785;234.16254507244992;16.978997346405517;51.09408718989788;
droga dla rowerow;1;11.8188720848;0;0;0;0;0;234.0016381799676;16.978997346405517;51.09408718989788;
droga dla rowerow;1;11.8188720848;-1;2;0;2;11.818872083631366;214.93973422161775;16.978878326265168;51.09401389080304;
droga dla rowerow;1;11.7442778689;0;0;0;0;0;53.80647752402994;16.978878326265168;51.09401389080304;
droga dla rowerow;1;11.7442778689;-1;2;0;2;11.74427786811769;40.230185279739;16.978997346405517;51.09408718989788;
droga dla rowerow;2;29.5617092541;0;0;0;0;0;219.71896442019715;16.978878326265168;51.09401389080304;
droga dla rowerow;2;29.5617092541;-1;3;0;3;29.561709255392586;209.5602082102215;16.978651729632556;51.093790616152475;
droga dla rowerow;2;6.07161979459;0;0;0;0;0;308.2415520511789;16.97980026701072;51.094246460366854;
droga dla rowerow;2;6.07161979459;-1;1;0;1;6.071619793954148;308.2415520511789;16.979731458732434;51.09427964518083;
droga dla rowerow;2;58.3164332864;0;0;0;0;0;252.77700018253535;16.98052308839414;51.09444177694596;
droga dla rowerow;2;58.3164332864;-1;1;0;1;58.31643328622125;252.77700018253535;16.979731458732434;51.09427964518083;
droga dla rowerow;2;102.523222057;0;0;0;0;0;233.47096461099983;16.981896706529074;51.09474742402611;
droga dla rowerow;2;102.523222057;-1;4;0;4;102.52322205741854;256.8290747980812;16.98052308839414;51.09444177694596;
strefa ruchu uspokojonego 20 i 30 km/h;1;9.9728050723;0;0;0;0;0;158.7939075591582;16.98374734504283;51.095405439919574;
strefa ruchu uspokojonego 20 i 30 km/h;1;9.9728050723;-1;1;0;1;9.972805073510685;158.7939075591582;16.98380066759066;51.09532232125514;
droga dla rowerow;2;148.30674262;0;0;0;0;0;248.90079657183622;16.98380066759066;51.09532232125514;
droga dla rowerow;2;148.30674262;-1;6;0;6;148.306742620496;233.47114462924546;16.981896706529074;51.09474742402611;
droga dla rowerow;2;235.328923121;0;0;0;0;0;249.39541454019334;16.986896594313002;51.09612078685617;
droga dla rowerow;2;235.328923121;-1;10;0;10;235.32892312097482;248.9011900214723;16.98380066759066;51.09532232125514;
droga dla pieszych i rowerow;2;3.27067497009;0;0;0;0;0;65.98664058210889;16.986690406519003;51.09640429841914;
droga dla pieszych i rowerow;2;3.27067497009;-1;1;0;1;3.2706749698658033;65.98664058210889;16.986732789884318;51.09641663110315;
droga dla rowerow;2;1.54825905132;0;0;0;0;0;229.53959438041514;16.993265407869746;51.09770425603832;
droga dla rowerow;2;1.54825905132;-1;1;0;1;1.5482590512080847;229.53959438041514;16.99324878877654;51.09769508094442;
droga dla rowerow;2;6.72636080507;0;0;0;0;0;243.43418694974446;16.99354478033413;51.09779319654169;
droga dla rowerow;2;6.72636080507;-1;1;0;1;6.726360805048672;243.43418694974446;16.99345948974197;51.097765419365324;
droga dla rowerow;2;7.94772262538;0;0;0;0;0;249.86938205259153;16.99365076509071;51.09781869848465;
droga dla rowerow;2;7.94772262538;-1;1;0;1;7.94772262559579;249.86938205259153;16.99354478033413;51.09779319654169;
droga dla rowerow;2;27.1588620854;0;0;0;0;0;158.9439327426349;17.000902573400474;51.09962701146081;
droga dla rowerow;2;27.1588620854;-1;3;0;3;27.15886208651896;131.18669170756715;17.0010589078254;51.09940580835557;
pas ruchu dla rowerow;1;12.5082302265;0;0;0;0;0;327.40689973937674;17.022522510123583;51.104378720827015;
pas ruchu dla rowerow;1;12.5082302265;-1;1;0;1;12.508230226127354;327.40689973937674;17.022424319428186;51.10447263705064;
droga dla rowerow;1;2.23359499686;0;0;0;0;0;57.74935434690216;17.02239757693646;51.10446169861956;
droga dla rowerow;1;2.23359499686;-1;1;0;1;2.233594997213185;57.74935434690216;17.022424319428186;51.10447263705064;
droga dla rowerow;1;132.773399894;0;0;0;0;0;152.7742739970044;17.022044024306428;51.1043204388698;
droga dla rowerow;1;132.773399894;-1;13;0;13;132.7733998937606;115.01664324870336;17.023226575130355;51.10342629454506;
droga dla rowerow;1;14.8693279749;0;0;0;0;0;115.01772283945532;17.023226575130355;51.10342629454506;
droga dla rowerow;1;14.8693279749;-1;3;0;3;14.869327974337665;117.97935188718799;17.02342101617136;51.103372914337854;
droga dla rowerow;1;123.928015863;0;0;0;0;0;312.48116767587527;17.023678625557725;51.10354464853378;
droga dla rowerow;1;123.928015863;-1;9;0;9;123.92801586288095;323.8895740324887;17.022522510123583;51.104378720827015;
droga dla rowerow;1;95.9734192975;0;0;0;0;0;295.05357119153825;17.02697180492475;51.10201311751473;
droga dla rowerow;1;95.9734192975;-1;4;0;4;95.97341929824665;305.8032200458669;17.02574161496735;51.1023897030655;
droga dla rowerow;1;2.81970836258;0;0;0;0;0;25.801697897103185;17.025686430572712;51.102176276967214;
droga dla rowerow;1;2.81970836258;-1;1;0;1;2.8197083619973347;25.801697897103185;17.02570347171892;51.10219924025372;
droga dla rowerow;1;105.674554949;0;0;0;0;0;120.08423111021037;17.02570347171892;51.10219924025372;
droga dla rowerow;1;105.674554949;-1;8;0;8;105.67455494970969;114.02661590395829;17.027082142366233;51.10181477338884;
droga dla rowerow;1;28.193266965;0;0;0;0;0;127.35063474298903;17.025358912289917;51.102330081467734;
droga dla rowerow;1;28.193266965;-1;3;0;3;28.193266964667224;120.08435874663063;17.02570347171892;51.10219924025372;
strefa ruchu uspokojonego 20 i 30 km/h;2;90.9269304587;0;0;0;0;0;19.4971898218743;17.085424208361164;51.08079145055016;
strefa ruchu uspokojonego 20 i 30 km/h;2;90.9269304587;-1;8;0;8;90.92693045830839;359.0976209691289;17.08562775767264;51.08159765423827;
strefa ruchu uspokojonego 20 i 30 km/h;2;542.704389853;0;0;0;0;0;116.3647577980892;17.032305349393482;51.054610341571305;
strefa ruchu uspokojonego 20 i 30 km/h;2;542.704389853;-1;29;0;29;542.7043898530429;117.09555915551245;17.039151053138614;51.052356024767846;
strefa ruchu uspokojonego 20 i 30 km/h;2;362.911864532;0;0;0;0;0;99.32645463786265;17.032571024565158;51.056139710855945;
strefa ruchu uspokojonego 20 i 30 km/h;2;362.911864532;-1;27;0;27;362.91186453096805;202.8998665256613;17.03465079239552;51.05383898931316;
strefa ruchu uspokojonego 20 i 30 km/h;2;79.3552610034;0;0;0;0;0;113.75387061239009;17.045076192125173;51.0634100302037;
